,name,zipcode,county_string,rating,review_count,category,price,region
27,Papi Queso,28202,"Mecklenburg County, North Carolina",4.5,127,American (New),$,region
28,Lebowski's Neighborhood Grill,28203,"Mecklenburg County, North Carolina",4.5,335,American (Traditional),$$,region
29,Carpe Diem Restaurant & Caterers,28204,"Mecklenburg County, North Carolina",4.0,174,American (New),$$$,region
30,JJ's Red Hots - Dilworth,28203,"Mecklenburg County, North Carolina",4.0,349,American (Traditional),$,region
31,Vivace,28204,"Mecklenburg County, North Carolina",3.5,400,Italian,$$,region
32,Luce Restaurant & Bar,28202,"Mecklenburg County, North Carolina",4.0,170,Italian,$$$,region
33,Pizzeria Omaggio,28204,"Mecklenburg County, North Carolina",4.5,169,Italian,$$,region
34,Luciano's Ristorante Italiano,28203,"Mecklenburg County, North Carolina",4.0,275,Italian,$$,region
35,Aria,28202,"Mecklenburg County, North Carolina",3.5,322,Italian,$$,region
36,Aria,28202,"Mecklenburg County, North Carolina",3.5,322,American (New),$$,region
37,Diamond Restaurant,28205,"Mecklenburg County, North Carolina",3.5,328,American (New),$,region
38,Vapiano,28202,"Mecklenburg County, North Carolina",3.5,390,Italian,$$,region
39,Sandwich Max,28204,"Mecklenburg County, North Carolina",4.5,112,American (Traditional),$,region
40,Solstice Tavern,28205,"Mecklenburg County, North Carolina",3.5,129,American (Traditional),$,region
41,Copper,28203,"Mecklenburg County, North Carolina",4.0,332,Indian,$$,region
42,Kid Cashew,28203,"Mecklenburg County, North Carolina",4.0,308,American (New),$$,region
43,Lupie's Cafe,28205,"Mecklenburg County, North Carolina",4.0,201,American (Traditional),$,region
44,Fahrenheit,28202,"Mecklenburg County, North Carolina",3.0,569,American (New),$$$,region
45,Letty's,28205,"Mecklenburg County, North Carolina",4.0,73,American (New),$$,region
46,Pint Central,28204,"Mecklenburg County, North Carolina",4.0,175,American (New),$$,region
47,Vida Mexican Kitchen y Cantina,28202,"Mecklenburg County, North Carolina",3.5,364,Mexican,$$,region
48,Portofino's Italian Restaurant & Pizzeria,28205,"Mecklenburg County, North Carolina",4.0,143,Italian,$$,region
49,Stoke Charlotte,28202,"Mecklenburg County, North Carolina",4.0,133,American (New),$$,region
50,Thomas Street Tavern,28205,"Mecklenburg County, North Carolina",4.0,147,American (Traditional),$,region
51,Savor Cafe & Catering,28208,"Mecklenburg County, North Carolina",4.0,164,American (New),$$,region
52,The Dumpling Lady,28205,"Mecklenburg County, North Carolina",4.5,72,Chinese,$,region
53,Hawthorne's NY Pizza & Bar,28204,"Mecklenburg County, North Carolina",4.0,173,Italian,$$,region
54,Customshop Handcrafted Food,28204,"Mecklenburg County, North Carolina",4.0,183,American (New),$$$,region
55,Napa on Providence,28207,"Mecklenburg County, North Carolina",4.0,199,American (New),$$,region
56,Whiskey Warehouse,28203,"Mecklenburg County, North Carolina",3.5,266,American (New),$$,region
57,Rock Bottom Restaurant & Brewery,28202,"Mecklenburg County, North Carolina",3.0,310,American (Traditional),$$,region
58,Rock Bottom Restaurant & Brewery,28202,"Mecklenburg County, North Carolina",3.0,310,American (New),$$,region
59,The Peculiar Rabbit,28205,"Mecklenburg County, North Carolina",3.0,443,American (New),$$,region
60,Que Onda Tacos Uptown,28202,"Mecklenburg County, North Carolina",4.0,136,Mexican,$$,region
61,Flying Saucer Draught Emporium,28262,"Mecklenburg County, North Carolina",4.0,241,American (Traditional),$$,region
62,The Pizza Peel,28205,"Mecklenburg County, North Carolina",3.5,136,Italian,$$,region
63,Wooden Vine Wine Bar & Bistro,28202,"Mecklenburg County, North Carolina",3.5,136,American (New),$$,region
64,Eddie's Place,28211,"Mecklenburg County, North Carolina",4.0,270,American (Traditional),$$,region
65,204 North Kitchen & Cocktails,28202,"Mecklenburg County, North Carolina",3.5,176,American (New),$$,region
66,Fenwick's,28207,"Mecklenburg County, North Carolina",4.0,109,American (Traditional),$$,region
67,DeSano Pizzeria Napoletana,28204,"Mecklenburg County, North Carolina",4.0,96,Italian,$$,region
68,Mortimer's Cafe and Pub,28202,"Mecklenburg County, North Carolina",3.5,164,American (Traditional),$$,region
69,Duckworth's Grill & Taphouse,28202,"Mecklenburg County, North Carolina",3.5,248,American (Traditional),$$,region
70,Johnny Burrito,28282,"Mecklenburg County, North Carolina",4.5,88,Mexican,$,region
71,Stagioni Four Seasons of Food,28207,"Mecklenburg County, North Carolina",4.0,131,Italian,$$$,region
72,Passage To India,28213,"Mecklenburg County, North Carolina",4.0,260,Indian,$$,region
73,Bernardin's Restaurant,28202,"Mecklenburg County, North Carolina",4.0,114,American (New),$$$,region
74,Pike's Old Fashioned Soda Shop,28203,"Mecklenburg County, North Carolina",3.5,272,American (Traditional),$$,region
75,Draught,28202,"Mecklenburg County, North Carolina",3.5,205,American (New),$$,region
76,City Smoke,28202,"Mecklenburg County, North Carolina",3.5,194,American (Traditional),$$,region
77,Cantina 1511,28209,"Mecklenburg County, North Carolina",3.5,460,Mexican,$$,region
78,Morton's The Steakhouse,28202,"Mecklenburg County, North Carolina",4.0,116,American (Traditional),$$$$,region
79,Mac's Speed Shop,28203,"Mecklenburg County, North Carolina",4.0,192,American (Traditional),$$,region
80,Zio Casual Italian,28207,"Mecklenburg County, North Carolina",4.0,111,Italian,$$,region
81,Soho Bistro,28202,"Mecklenburg County, North Carolina",3.5,137,Chinese,$$,region
82,Duckworth's Kitchen & Taphouse,28209,"Mecklenburg County, North Carolina",4.0,290,American (Traditional),$$,region
83,Fran's Filling Station,28203,"Mecklenburg County, North Carolina",4.0,201,American (New),$$,region
84,Fran's Filling Station,28203,"Mecklenburg County, North Carolina",4.0,201,American (Traditional),$$,region
85,Fonda Las Cazuelas,28213,"Mecklenburg County, North Carolina",4.0,38,Mexican,$$,region
86,Brixx Wood Fired Pizza,28202,"Mecklenburg County, North Carolina",3.5,127,Italian,$$,region
87,Leroy Fox,28211,"Mecklenburg County, North Carolina",3.5,280,American (New),$$,region
88,RuRu's Tacos + Tequila,28207,"Mecklenburg County, North Carolina",3.5,274,Mexican,$$,region
89,Nothing But Noodles,28204,"Mecklenburg County, North Carolina",4.0,79,Italian,$,region
90,Ink N Ivy CLT,28202,"Mecklenburg County, North Carolina",3.0,299,American (New),$$,region
91,Ginbu 401,28207,"Mecklenburg County, North Carolina",3.5,172,Chinese,$$,region
92,McNinch House Restaurant,28202,"Mecklenburg County, North Carolina",4.0,61,American (New),$$$$,region
93,Foxcroft Wine Co - Dilworth,28203,"Mecklenburg County, North Carolina",4.0,69,American (New),$$,region
94,Persuasian Restaurant,28203,"Mecklenburg County, North Carolina",4.0,96,Chinese,$$,region
95,Boardwalk Billy's Raw Bar And Ribs,28262,"Mecklenburg County, North Carolina",3.5,242,American (Traditional),$$,region
96,Dilworth Neighborhood Grille,28204,"Mecklenburg County, North Carolina",3.5,180,American (Traditional),$$,region
97,Carolina Ale House,28244,"Mecklenburg County, North Carolina",3.0,321,American (Traditional),$$,region
98,The Pizza Peel,28211,"Mecklenburg County, North Carolina",4.0,150,Italian,$$,region
99,Azteca Mexican Restaurant,28217,"Mecklenburg County, North Carolina",3.5,256,Mexican,$$,region
100,Las Margaritas,28205,"Mecklenburg County, North Carolina",4.0,92,Mexican,$,region
101,Dolce Ristorante,28203,"Mecklenburg County, North Carolina",3.5,155,Italian,$$,region
102,Dolce Ristorante,28203,"Mecklenburg County, North Carolina",3.5,155,American (New),$$,region
103,Bisonte Pizza,28202,"Mecklenburg County, North Carolina",4.0,57,Italian,$$,region
104,Aix en Provence,28207,"Mecklenburg County, North Carolina",4.5,40,Italian,$$$,region
105,Libretto's Pizzeria,28202,"Mecklenburg County, North Carolina",3.0,193,Italian,$,region
106,El Taco Veloz,28213,"Mecklenburg County, North Carolina",4.0,44,Mexican,$,region
107,Coaltrane's Char Grill,28205,"Mecklenburg County, North Carolina",4.0,56,American (Traditional),$,region
108,Burtons Grill & Bar of Charlotte,28209,"Mecklenburg County, North Carolina",4.0,166,American (New),$$,region
109,Studio Movie Grill,28202,"Mecklenburg County, North Carolina",2.5,381,American (Traditional),$$,region
110,1900 Mexican Grill,28204,"Mecklenburg County, North Carolina",3.0,137,Mexican,$$,region
111,Persis Biryani Indian Grill,28269,"Mecklenburg County, North Carolina",4.0,147,Indian,$$,region
112,The Suffolk Punch,28203,"Mecklenburg County, North Carolina",4.0,125,American (New),$$,region
113,Crisp,28203,"Mecklenburg County, North Carolina",3.5,101,American (New),$,region
114,Portofino's,28209,"Mecklenburg County, North Carolina",4.0,184,Italian,$$,region
115,Giacomo's Pizzeria and Italian Restaurant,28262,"Mecklenburg County, North Carolina",4.0,129,Italian,$$,region
116,The Turnhouse Grille,28209,"Mecklenburg County, North Carolina",4.5,70,American (Traditional),$$,region
117,Picante Mexican Grill,28208,"Mecklenburg County, North Carolina",3.5,85,Mexican,$,region
118,88 China Bistro,28204,"Mecklenburg County, North Carolina",3.5,78,Chinese,$$,region
119,Hickory Tavern,28204,"Mecklenburg County, North Carolina",3.5,123,American (Traditional),$$,region
120,Hot Taco,28203,"Mecklenburg County, North Carolina",2.5,345,Mexican,$$,region
121,Bonterra Restaurant & Wine Room,28203,"Mecklenburg County, North Carolina",3.5,130,American (New),$$$,region
122,Tijuana Flats,28262,"Mecklenburg County, North Carolina",4.0,61,Mexican,$,region
123,Libations Kitchen & Bar,28202,"Mecklenburg County, North Carolina",4.5,44,American (New),$$,region
124,Ho Ho Cherry House,28204,"Mecklenburg County, North Carolina",3.0,116,Chinese,$,region
125,SouthBound,28203,"Mecklenburg County, North Carolina",3.5,259,Mexican,$$,region
126,Green's Lunch,28202,"Mecklenburg County, North Carolina",3.5,62,American (Traditional),$,region
127,Tavern On The Tracks,28203,"Mecklenburg County, North Carolina",3.0,163,American (Traditional),$$,region
128,Fidelli Kitchen,28203,"Mecklenburg County, North Carolina",3.5,75,Italian,$,region
129,Blackfinn Ameripub,28202,"Mecklenburg County, North Carolina",3.0,104,American (New),$$,region
130,Namastay Kitchen and Hangout,28211,"Mecklenburg County, North Carolina",4.0,94,American (New),$$,region
131,Amalfi's Pasta 'n' Pizza,28213,"Mecklenburg County, North Carolina",4.0,68,Italian,$$,region
132,Taipei Express,28207,"Mecklenburg County, North Carolina",4.0,73,Chinese,$,region
133,Cedar Street Tavern,28202,"Mecklenburg County, North Carolina",3.5,62,American (Traditional),$$,region
134,Tony's Pizza,28078,"Mecklenburg County, North Carolina",4.5,107,Italian,$,region
135,Azteca Mexican Restaurant,28269,"Mecklenburg County, North Carolina",3.5,141,Mexican,$$,region
136,Wet Willie's,28206,"Mecklenburg County, North Carolina",3.0,78,American (Traditional),$$,region
137,The Roasting Company,28205,"Mecklenburg County, North Carolina",3.5,42,American (Traditional),$$,region
138,All American Pub,28203,"Mecklenburg County, North Carolina",3.0,161,American (New),$$,region
139,Ciro's Italian Restaurant,28262,"Mecklenburg County, North Carolina",4.0,75,Italian,$$,region
140,Stockyard Restaurant,28216,"Mecklenburg County, North Carolina",4.5,36,American (Traditional),$,region
141,Tacos El Nevado,28205,"Mecklenburg County, North Carolina",4.0,31,Mexican,$,region
142,Ed's Tavern,28203,"Mecklenburg County, North Carolina",3.5,111,American (Traditional),$$,region
143,Don Pedro Mexican Restaurant,28213,"Mecklenburg County, North Carolina",3.5,100,Mexican,$$,region
144,French Quarter,28202,"Mecklenburg County, North Carolina",3.5,87,American (Traditional),$$,region
145,Maharani Indian Cuisine,28204,"Mecklenburg County, North Carolina",3.0,138,Indian,$$,region
146,Cheddar's Scratch Kitchen,28262,"Mecklenburg County, North Carolina",3.0,194,American (Traditional),$$,region
147,Red Rocks Cafe,28211,"Mecklenburg County, North Carolina",4.0,137,American (Traditional),$$,region
148,Old Pineville Premium Pub,28217,"Mecklenburg County, North Carolina",4.5,60,American (Traditional),$$,region
149,Chipotle Mexican Grill,28203,"Mecklenburg County, North Carolina",3.5,102,Mexican,$,region
150,La Unica,28204,"Mecklenburg County, North Carolina",3.5,86,Mexican,$,region
151,Comet Grill,28203,"Mecklenburg County, North Carolina",4.0,54,American (Traditional),$,region
152,Whisky River ,28202,"Mecklenburg County, North Carolina",2.5,222,American (Traditional),$$,region
153,China Buffet,28205,"Mecklenburg County, North Carolina",3.5,72,Chinese,$$,region
154,The Packhouse,28202,"Mecklenburg County, North Carolina",3.5,63,American (Traditional),$$,region
155,Moosehead Grill,28209,"Mecklenburg County, North Carolina",4.0,109,American (Traditional),$$,region
156,Zapata's Cantina Mexican Restaurant,28262,"Mecklenburg County, North Carolina",3.0,118,Mexican,$$,region
157,Vida Vida,28202,"Mecklenburg County, North Carolina",3.0,75,Mexican,$,region
158,The Daily,28202,"Mecklenburg County, North Carolina",4.5,21,American (New),$$,region
159,Monterrey Mexican Restaurant,28213,"Mecklenburg County, North Carolina",3.5,76,Mexican,$$,region
160,AQUA e VINO,28211,"Mecklenburg County, North Carolina",4.5,41,Italian,$$$,region
161,The Brass Tap - South End,28203,"Mecklenburg County, North Carolina",3.0,120,American (New),$$,region
162,South 21 Family Restaurant,28213,"Mecklenburg County, North Carolina",4.0,27,American (Traditional),$,region
163,Chuck's Grill,28269,"Mecklenburg County, North Carolina",4.0,49,American (Traditional),$,region
164,P.F. Chang's,28216,"Mecklenburg County, North Carolina",3.0,190,Chinese,$$,region
165,Beijing Chinese Cuisine,28203,"Mecklenburg County, North Carolina",3.5,83,Chinese,$,region
166,JP Charlotte at Westin,28202,"Mecklenburg County, North Carolina",4.0,28,American (Traditional),$$,region
167,Brazwells Premium Pub,28209,"Mecklenburg County, North Carolina",3.5,130,American (New),$$,region
168,King of Spicy,28227,"Mecklenburg County, North Carolina",3.5,84,Indian,$$,region
169,Fresh Chef Kitchen,28211,"Mecklenburg County, North Carolina",4.5,34,American (Traditional),$$,region
170,House Of Leng At Boardwalk,28262,"Mecklenburg County, North Carolina",3.5,95,Chinese,$$,region
171,Golden Taipei,28269,"Mecklenburg County, North Carolina",3.5,79,Chinese,$$,region
172,Skyland Family Restaurant,28209,"Mecklenburg County, North Carolina",3.5,102,American (Traditional),$,region
173,Toscana,28211,"Mecklenburg County, North Carolina",3.5,100,Italian,$$$,region
174,Chipotle Mexican Grill,28204,"Mecklenburg County, North Carolina",3.5,56,Mexican,$,region
175,Bar Louie,28262,"Mecklenburg County, North Carolina",3.0,135,American (New),$$,region
176,China Buffet,28262,"Mecklenburg County, North Carolina",3.5,80,Chinese,$$,region
177,Los Arcos,28262,"Mecklenburg County, North Carolina",3.5,66,Mexican,$,region
178,East Coast Wings & Grill,28216,"Mecklenburg County, North Carolina",3.5,127,American (Traditional),$$,region
179,Urban Cookhouse,28209,"Mecklenburg County, North Carolina",4.0,69,American (New),$$,region
180,Tacos El Regio,28227,"Mecklenburg County, North Carolina",4.5,18,Mexican,$,region
181,Clover Joe's,28202,"Mecklenburg County, North Carolina",4.5,23,Italian,$,region
182,The World Famous Open Kitchen,28208,"Mecklenburg County, North Carolina",3.0,111,Italian,$$,region
183,Wild Wing Cafe,28202,"Mecklenburg County, North Carolina",2.5,139,American (Traditional),$$,region
184,LongHorn Steakhouse,28262,"Mecklenburg County, North Carolina",3.5,60,American (Traditional),$$,region
185,Fiesta Maya,28269,"Mecklenburg County, North Carolina",3.5,74,Mexican,$,region
186,Angry Ale's,28209,"Mecklenburg County, North Carolina",3.0,142,American (Traditional),$$,region
187,Tin Roof,28202,"Mecklenburg County, North Carolina",3.0,87,American (Traditional),$,region
188,Oakhurst Grill,28205,"Mecklenburg County, North Carolina",4.5,19,American (Traditional),$,region
189,Antonio's Pizza,28262,"Mecklenburg County, North Carolina",4.5,28,Italian,$,region
190,Gin Mill South End,28203,"Mecklenburg County, North Carolina",3.5,48,American (New),$,region
191,Antojitos Don Sammy,28214,"Mecklenburg County, North Carolina",4.5,21,Mexican,$,region
192,The Local,28202,"Mecklenburg County, North Carolina",3.5,51,American (Traditional),$$,region
193,Pei Wei,28262,"Mecklenburg County, North Carolina",3.5,58,Chinese,$,region
194,Madras Cafe,28269,"Mecklenburg County, North Carolina",4.0,80,Indian,$$,region
195,China Palace,28262,"Mecklenburg County, North Carolina",4.0,70,Chinese,$,region
196,House of Leng,28262,"Mecklenburg County, North Carolina",3.5,89,Chinese,$$,region
197,Salsarita's Fresh Mexican Grill,28202,"Mecklenburg County, North Carolina",3.5,28,Mexican,$,region
198,Bleu Barn Bistro,28217,"Mecklenburg County, North Carolina",4.5,35,American (Traditional),$,region
199,Nirvana II,28202,"Mecklenburg County, North Carolina",3.5,52,Indian,$,region
200,Bedder Bedder & Moore Montford-Abbey,28209,"Mecklenburg County, North Carolina",4.0,48,American (Traditional),$,region
201,Angeline's,28202,"Mecklenburg County, North Carolina",3.5,56,Italian,$$$,region
202,B Good,28285,"Mecklenburg County, North Carolina",3.5,44,American (Traditional),$$,region
203,US Fried Chicken,28262,"Mecklenburg County, North Carolina",3.5,33,American (Traditional),$,region
204,Parry's Pizzeria & Bar,28216,"Mecklenburg County, North Carolina",4.0,48,American (Traditional),$$,region
205,Lempira Restaurant,28205,"Mecklenburg County, North Carolina",3.5,32,Mexican,$$,region
206,Panda's Den,28215,"Mecklenburg County, North Carolina",4.0,39,Chinese,$,region
207,Libretto's Pizzeria,28209,"Mecklenburg County, North Carolina",3.0,118,Italian,$$,region
208,Carnitas Guanajuato Mexican Restaurant,28212,"Mecklenburg County, North Carolina",4.0,34,Mexican,$,region
209,Bobbee O's BBQ,28269,"Mecklenburg County, North Carolina",3.5,89,American (Traditional),$$,region
210,Dot Dot Dot,28209,"Mecklenburg County, North Carolina",3.5,73,American (New),$$,region
211,Queen Park Social,28217,"Mecklenburg County, North Carolina",3.0,127,American (Traditional),$$,region
212,Maria's Grill,28262,"Mecklenburg County, North Carolina",3.5,36,American (New),$,region
213,Coastal Kitchen & Bar,28202,"Mecklenburg County, North Carolina",3.5,28,American (New),$$,region
214,Whooli's Grill,28227,"Mecklenburg County, North Carolina",4.0,47,American (New),$$,region
215,Maria's Mexican Restaurant,28217,"Mecklenburg County, North Carolina",3.5,76,Mexican,$,region
216,Morazan Restaurant,28205,"Mecklenburg County, North Carolina",3.5,29,Mexican,$$,region
217,Fonda La Taquiza,28205,"Mecklenburg County, North Carolina",4.0,35,Mexican,$,region
218,Sithara,28262,"Mecklenburg County, North Carolina",4.0,33,Indian,$$,region
219,Zanzibar Cafe,28206,"Mecklenburg County, North Carolina",3.5,9,American (Traditional),$$,region
220,QDOBA Mexican Eats,28262,"Mecklenburg County, North Carolina",4.0,31,Mexican,$,region
221,The Burrito Factory,28262,"Mecklenburg County, North Carolina",4.0,38,Mexican,$,region
222,The Burrito Factory,28262,"Mecklenburg County, North Carolina",4.0,38,American (Traditional),$,region
223,Sabor Latin Street Grill - SouthPark,28211,"Mecklenburg County, North Carolina",4.0,51,Mexican,$,region
224,Delicias Restaurante Latino,28212,"Mecklenburg County, North Carolina",4.5,14,Mexican,$,region
225,Rajbhog Indian Food Market & Cafe,28262,"Mecklenburg County, North Carolina",3.5,44,Indian,$,region
226,American Burger - Uptown,28202,"Mecklenburg County, North Carolina",3.0,64,American (Traditional),$$,region
227,La Revolucion,28206,"Mecklenburg County, North Carolina",2.5,47,Mexican,$$,region
228,Merchant & Trade,28202,"Mecklenburg County, North Carolina",3.0,59,American (New),$$,region
229,SoCal Taco Stand,28202,"Mecklenburg County, North Carolina",4.0,17,Mexican,$,region
230,Tacos El Nevado,28209,"Mecklenburg County, North Carolina",4.0,30,Mexican,$,region
231,Nest Restaurant & Lounge,28202,"Mecklenburg County, North Carolina",3.5,20,American (New),$$,region
232,On The Border Mexican Grill & Cantina,28216,"Mecklenburg County, North Carolina",3.5,67,Mexican,$$,region
233,Farley's Crafted Pizzeria,28262,"Mecklenburg County, North Carolina",3.5,52,Italian,$$,region
234,Cracker Barrel Old Country Store,28208,"Mecklenburg County, North Carolina",3.5,69,American (Traditional),$,region
235,Providence Road Sundries,28207,"Mecklenburg County, North Carolina",3.5,36,American (Traditional),$,region
236,Carolina Family Restaurant,28208,"Mecklenburg County, North Carolina",4.0,31,American (Traditional),$,region
237,Red Robin Gourmet Burgers,28262,"Mecklenburg County, North Carolina",3.0,58,American (Traditional),$$,region
238,1900 Mexican Grill,28209,"Mecklenburg County, North Carolina",3.5,81,Mexican,$$,region
239,Locker Room Sports Bar & Grill,28217,"Mecklenburg County, North Carolina",4.0,31,American (Traditional),$,region
240,The Village,28206,"Mecklenburg County, North Carolina",3.5,10,American (Traditional),$,region
241,Cantina 1511,28202,"Mecklenburg County, North Carolina",3.0,53,Mexican,$$,region
242,FireWater,28262,"Mecklenburg County, North Carolina",2.5,94,American (New),$$,region
243,Ale's University,28262,"Mecklenburg County, North Carolina",3.5,49,American (Traditional),$$,region
244,Romano's Macaroni Grill,28262,"Mecklenburg County, North Carolina",2.5,91,Italian,$$,region
245,MezzaNotte Brick Oven Pizza,28211,"Mecklenburg County, North Carolina",3.5,59,Italian,$$,region
246,Zia Pia Imports,28202,"Mecklenburg County, North Carolina",4.5,9,Italian,$,region
247,Lupitas Carniceria & Tortilleria,28217,"Mecklenburg County, North Carolina",4.5,16,Mexican,$,region
248,Chex Grill,28208,"Mecklenburg County, North Carolina",4.0,23,American (New),$,region
249,Hwy 55 Burgers Shakes & Fries,28269,"Mecklenburg County, North Carolina",3.0,55,American (Traditional),$,region
250,La Espiga,28213,"Mecklenburg County, North Carolina",5.0,4,Mexican,$,region
251,Jocks & Jills Sports Grille,28217,"Mecklenburg County, North Carolina",3.5,123,American (Traditional),$$,region
252,O'Charley's Restaurant & Bar,28213,"Mecklenburg County, North Carolina",3.0,54,American (Traditional),$$,region
253,Buffalo Wild Wings,28202,"Mecklenburg County, North Carolina",2.0,147,American (Traditional),$$,region
254,Moe's Southwest Grill,28202,"Mecklenburg County, North Carolina",3.0,28,Mexican,$,region
255,Great Wok,28202,"Mecklenburg County, North Carolina",2.5,72,Chinese,$,region
256,Gardenia Restaurant,28208,"Mecklenburg County, North Carolina",3.5,24,American (Traditional),$,region
257,Chipotle Mexican Grill,28211,"Mecklenburg County, North Carolina",3.0,57,Mexican,$,region
258,Tacos El Nevado,28209,"Mecklenburg County, North Carolina",4.5,12,Mexican,$,region
259,Chipotle Mexican Grill,28262,"Mecklenburg County, North Carolina",2.5,71,Mexican,$,region
260,Angela's,28227,"Mecklenburg County, North Carolina",3.5,64,Italian,$$,region
261,China Bowl,28205,"Mecklenburg County, North Carolina",3.5,15,Chinese,$,region
262,Moe's Southwest Grill,28203,"Mecklenburg County, North Carolina",3.0,42,Mexican,$,region
263,Park Road Soda Shoppe,28209,"Mecklenburg County, North Carolina",4.0,26,American (Traditional),$,region
264,Hooters,28202,"Mecklenburg County, North Carolina",2.5,79,American (Traditional),$$,region
265,Hickory Tavern,28269,"Mecklenburg County, North Carolina",3.0,81,American (Traditional),$$,region
266,Just Fresh Bakery Cafe,28203,"Mecklenburg County, North Carolina",3.0,29,American (Traditional),$,region
267,Menus Restaurant,28217,"Mecklenburg County, North Carolina",4.0,23,American (Traditional),$,region
268,Sonny's BBQ,28217,"Mecklenburg County, North Carolina",3.0,94,American (New),$$,region
269,Lucky Lou's Tavern,28209,"Mecklenburg County, North Carolina",3.5,46,American (New),$,region
270,China Cafe,28262,"Mecklenburg County, North Carolina",3.0,68,Chinese,$,region
271,Godavari,28262,"Mecklenburg County, North Carolina",3.0,35,Indian,$$,region
272,Taqueria Express,28227,"Mecklenburg County, North Carolina",3.5,20,Mexican,$,region
273,Fox & Hound,28216,"Mecklenburg County, North Carolina",3.0,92,American (Traditional),$$,region
274,Red Robin Gourmet Burgers,28216,"Mecklenburg County, North Carolina",3.0,72,American (Traditional),$$,region
275,Shun Lee Palace,28211,"Mecklenburg County, North Carolina",3.0,84,Chinese,$$,region
276,Niki's Food Shop,28216,"Mecklenburg County, North Carolina",3.5,13,American (Traditional),$,region
277,Hickory Tavern,28262,"Mecklenburg County, North Carolina",2.5,84,American (Traditional),$$,region
278,QDOBA Mexican Eats,28202,"Mecklenburg County, North Carolina",3.0,22,Mexican,$,region
279,Boston Market,28207,"Mecklenburg County, North Carolina",3.5,18,American (Traditional),$,region
280,Olive Garden Italian Restaurant,28216,"Mecklenburg County, North Carolina",3.0,89,Italian,$$,region
281,Chipotle Mexican Grill,28216,"Mecklenburg County, North Carolina",3.5,23,Mexican,$,region
282,Tavolo,28202,"Mecklenburg County, North Carolina",3.5,87,Italian,$$,region
283,The Charlotte Cafe,28209,"Mecklenburg County, North Carolina",3.0,64,American (Traditional),$$,region
284,Mandarin Chinese Restaurant,28078,"Mecklenburg County, North Carolina",3.5,39,Chinese,$,region
285,Clove Indian Cuisine,28262,"Mecklenburg County, North Carolina",4.5,16,Indian,$$,region
286,Edgewater Bar & Grille,28262,"Mecklenburg County, North Carolina",3.5,15,American (Traditional),$$,region
287,Competition Dining: Fire in the City,28203,"Mecklenburg County, North Carolina",5.0,4,American (New),$$$$,region
288,Lai Lai Express,28209,"Mecklenburg County, North Carolina",3.5,30,Chinese,$,region
289,Hong Kong Restaurant,28205,"Mecklenburg County, North Carolina",2.5,26,Chinese,$,region
290,Chili's,28262,"Mecklenburg County, North Carolina",2.5,54,American (Traditional),$$,region
