category,Region,price,rating,Income,review_count
Chinese,MW,1,4.0,41777.0,11
Chinese,MW,1,4.0,43625.0,31
Chinese,MW,1,4.0,47137.0,58
Chinese,MW,1,4.0,50378.0,76
Chinese,MW,1,4.0,52341.0,778
Chinese,MW,1,4.0,55975.0,9
Chinese,MW,1,4.0,67465.0,231
Chinese,MW,1,4.0,69237.0,8
Chinese,MW,1,4.5,41777.0,8
Chinese,MW,1,4.5,47137.0,10
Chinese,MW,1,4.5,50378.0,32
Chinese,MW,1,4.5,69237.0,6
Chinese,MW,1,5.0,43625.0,6
Chinese,MW,1,5.0,47137.0,6
Chinese,MW,1,5.0,67465.0,8
Chinese,MW,2,1.5,50378.0,6
Chinese,MW,2,2.0,50378.0,7
Chinese,MW,2,2.0,67465.0,45
Chinese,MW,2,2.5,41777.0,8
Chinese,MW,2,2.5,43625.0,9
Chinese,MW,2,2.5,55653.0,7
Chinese,MW,2,2.5,67465.0,50
Chinese,MW,2,2.5,69237.0,13
Chinese,MW,2,3.0,41777.0,15
Chinese,MW,2,3.0,47137.0,1
Chinese,MW,2,3.0,50378.0,36
Chinese,MW,2,3.0,52341.0,314
Chinese,MW,2,3.0,67465.0,67
Chinese,MW,2,3.5,47137.0,72
Chinese,MW,2,3.5,50378.0,119
Chinese,MW,2,3.5,52341.0,813
Chinese,MW,2,3.5,67465.0,157
Chinese,MW,2,4.0,41777.0,13
Chinese,MW,2,4.0,52341.0,647
Chinese,MW,2,4.5,47137.0,176
Chinese,MW,2,4.5,50378.0,9
Chinese,MW,2,4.5,52341.0,206
Chinese,MW,2,4.5,55653.0,12
Chinese,NE,1,1.0,52564.0,1
Chinese,NE,1,2.0,46271.0,7
Chinese,NE,1,2.0,52564.0,6
Chinese,NE,1,2.0,55762.0,17
Chinese,NE,1,2.0,59887.0,8
Chinese,NE,1,2.0,84233.0,10
Chinese,NE,1,2.5,46271.0,2
Chinese,NE,1,2.5,53040.0,403
Chinese,NE,1,2.5,58269.0,31
Chinese,NE,1,3.0,46271.0,51
Chinese,NE,1,3.0,53040.0,128
Chinese,NE,1,3.0,55762.0,19
Chinese,NE,1,3.0,58269.0,15
Chinese,NE,1,3.0,59887.0,19
Chinese,NE,1,3.0,84233.0,6
Chinese,NE,1,3.5,46271.0,45
Chinese,NE,1,3.5,53040.0,210
Chinese,NE,1,3.5,55762.0,76
Chinese,NE,1,3.5,58269.0,54
Chinese,NE,1,3.5,59887.0,44
Chinese,NE,1,3.5,81198.0,49
Chinese,NE,1,3.5,84233.0,29
Chinese,NE,1,4.0,46271.0,25
Chinese,NE,1,4.0,53040.0,135
Chinese,NE,1,4.0,55762.0,34
Chinese,NE,1,4.0,58269.0,43
Chinese,NE,1,4.0,59887.0,15
Chinese,NE,1,4.0,84233.0,38
Chinese,NE,1,4.5,46271.0,18
Chinese,NE,1,4.5,53040.0,52
Chinese,NE,1,4.5,58269.0,26
Chinese,NE,1,4.5,84233.0,5
Chinese,NE,1,5.0,58269.0,3
Chinese,NE,2,1.0,58269.0,10
Chinese,NE,2,2.5,46271.0,10
Chinese,NE,2,2.5,53040.0,93
Chinese,NE,2,2.5,55762.0,89
Chinese,NE,2,2.5,58269.0,7
Chinese,NE,2,2.5,84233.0,10
Chinese,NE,2,3.0,46271.0,108
Chinese,NE,2,3.0,53040.0,636
Chinese,NE,2,3.0,55762.0,189
Chinese,NE,2,3.0,58269.0,47
Chinese,NE,2,3.0,59887.0,72
Chinese,NE,2,3.0,81198.0,82
Chinese,NE,2,3.0,84233.0,59
Chinese,NE,2,3.5,53040.0,419
Chinese,NE,2,3.5,58269.0,51
Chinese,NE,2,3.5,59887.0,40
Chinese,NE,2,3.5,81198.0,160
Chinese,NE,2,3.5,84233.0,61
Chinese,NE,2,4.0,46271.0,26
Chinese,NE,2,4.0,46969.0,7
Chinese,NE,2,4.0,53040.0,1158
Chinese,NE,2,4.0,58269.0,101
Chinese,NE,2,4.0,84233.0,52
Chinese,NE,2,4.5,46271.0,43
Chinese,NE,2,4.5,53040.0,61
Chinese,NE,2,4.5,55762.0,10
Chinese,SE,1,1.0,54720.0,2
Chinese,SE,1,1.5,54720.0,3
Chinese,SE,1,2.0,43162.0,6
Chinese,SE,1,2.0,51968.0,36
Chinese,SE,1,2.5,43162.0,3
Chinese,SE,1,2.5,48537.0,60
Chinese,SE,1,2.5,56854.0,167
Chinese,SE,1,2.5,60289.0,121
Chinese,SE,1,3.0,43162.0,17
Chinese,SE,1,3.0,44376.0,13
Chinese,SE,1,3.0,48537.0,100
Chinese,SE,1,3.0,54720.0,40
Chinese,SE,1,3.0,56854.0,285
Chinese,SE,1,3.0,58801.0,27
Chinese,SE,1,3.0,60289.0,309
Chinese,SE,1,3.5,43162.0,55
Chinese,SE,1,3.5,44376.0,12
Chinese,SE,1,3.5,48537.0,106
Chinese,SE,1,3.5,51968.0,74
Chinese,SE,1,3.5,54720.0,51
Chinese,SE,1,3.5,56854.0,255
Chinese,SE,1,3.5,58801.0,16
Chinese,SE,1,3.5,60289.0,487
Chinese,SE,1,4.0,38575.0,5
Chinese,SE,1,4.0,43162.0,30
Chinese,SE,1,4.0,44376.0,31
Chinese,SE,1,4.0,50876.0,13
Chinese,SE,1,4.0,54720.0,28
Chinese,SE,1,4.0,56854.0,227
Chinese,SE,1,4.0,58801.0,29
Chinese,SE,1,4.0,60289.0,304
Chinese,SE,1,4.5,40976.0,2
Chinese,SE,1,4.5,44376.0,9
Chinese,SE,1,4.5,48537.0,16
Chinese,SE,1,4.5,51968.0,227
Chinese,SE,1,4.5,56854.0,73
Chinese,SE,1,4.5,60289.0,248
Chinese,SE,2,1.5,48537.0,17
Chinese,SE,2,2.0,51968.0,14
Chinese,SE,2,2.0,60289.0,48
Chinese,SE,2,2.5,48537.0,85
Chinese,SE,2,2.5,51968.0,20
Chinese,SE,2,2.5,60289.0,15
Chinese,SE,2,3.0,40976.0,2
Chinese,SE,2,3.0,43162.0,15
Chinese,SE,2,3.0,44376.0,18
Chinese,SE,2,3.0,48537.0,28
Chinese,SE,2,3.0,56854.0,355
Chinese,SE,2,3.0,60289.0,410
Chinese,SE,2,3.5,44376.0,93
Chinese,SE,2,3.5,48537.0,250
Chinese,SE,2,3.5,51968.0,104
Chinese,SE,2,3.5,56854.0,723
Chinese,SE,2,3.5,58801.0,14
Chinese,SE,2,3.5,60289.0,766
Chinese,SE,2,4.0,44376.0,7
Chinese,SE,2,4.0,50876.0,3
Chinese,SE,2,4.0,51968.0,111
Chinese,SE,2,4.0,56854.0,96
Chinese,SE,2,4.0,58801.0,92
Chinese,SE,2,4.0,60289.0,549
Chinese,SE,2,4.5,60289.0,116
Chinese,SE,2,5.0,44376.0,1
Chinese,SW,1,1.5,89152.0,16
Chinese,SW,1,2.0,46162.0,17
Chinese,SW,1,2.0,50234.0,69
Chinese,SW,1,2.5,62180.0,12
Chinese,SW,1,3.0,50234.0,133
Chinese,SW,1,3.0,62180.0,129
Chinese,SW,1,3.5,46162.0,53
Chinese,SW,1,3.5,50234.0,72
Chinese,SW,1,3.5,58982.0,92
Chinese,SW,1,3.5,61451.0,1295
Chinese,SW,1,3.5,62180.0,158
Chinese,SW,1,3.5,89152.0,58
Chinese,SW,1,4.0,46162.0,122
Chinese,SW,1,4.0,61451.0,2148
Chinese,SW,1,4.0,89152.0,159
Chinese,SW,2,2.0,89152.0,75
Chinese,SW,2,3.0,41327.0,12
Chinese,SW,2,3.0,50234.0,416
Chinese,SW,2,3.0,58982.0,11
Chinese,SW,2,3.5,50234.0,70
Chinese,SW,2,3.5,61451.0,3217
Chinese,SW,2,3.5,62180.0,173
Chinese,SW,2,3.5,89152.0,93
Chinese,SW,2,4.0,58982.0,42
Chinese,SW,2,4.0,61451.0,1341
Chinese,SW,2,4.0,62180.0,187
Chinese,SW,2,4.0,89152.0,321
Chinese,SW,2,4.5,46162.0,152
Chinese,SW,2,4.5,61451.0,168
Chinese,SW,2,5.0,89152.0,3
Chinese,WC,1,1.0,50079.0,1
Chinese,WC,1,1.5,50079.0,4
Chinese,WC,1,1.5,80185.0,42
Chinese,WC,1,2.5,49026.0,146
Chinese,WC,1,2.5,50079.0,20
Chinese,WC,1,2.5,80185.0,136
