,name,zipcode,county_string,rating,review_count,category,price,region
1121,Barrel Spirits On High,43201,"Franklin County, Ohio",4.0,46,American (Traditional),$$,region
1122,Ram Restaurant & Brewery,43201,"Franklin County, Ohio",3.0,111,American (Traditional),$$,region
1123,Alegria's Seafood,43220,"Franklin County, Ohio",4.5,149,Mexican,$$,region
1124,The Wine Bistro,43221,"Franklin County, Ohio",4.0,85,Italian,$$,region
1125,Acre Farm-To-Table To-Go,43212,"Franklin County, Ohio",4.0,45,American (New),$,region
1126,Brick an American Kitchen,43215,"Franklin County, Ohio",3.5,64,American (Traditional),$$,region
1127,The Half Pint,43215,"Franklin County, Ohio",4.0,32,American (Traditional),$$,region
1128,Cuco's Taqueria,43220,"Franklin County, Ohio",4.0,242,Mexican,$,region
1129,Chile Verde,43235,"Franklin County, Ohio",4.0,222,Mexican,$$,region
1130,Tony's Italian Ristorante,43215,"Franklin County, Ohio",3.5,88,Italian,$$,region
1131,Tatoheads Public House,43206,"Franklin County, Ohio",4.5,31,American (Traditional),$$,region
1132,3 Brothers Diner,43123,"Franklin County, Ohio",5.0,70,American (Traditional),$,region
1133,Ethyl & Tank,43201,"Franklin County, Ohio",3.0,113,American (Traditional),$,region
1134,Trillium Kitchen & Patio,43202,"Franklin County, Ohio",4.0,39,American (New),$$,region
1135,Giuseppe's Ritrovo,43209,"Franklin County, Ohio",3.5,111,Italian,$$,region
1136,Mi Tradicion,43230,"Franklin County, Ohio",4.5,159,Mexican,$$,region
1137,Paul's Fifth Avenue,43212,"Franklin County, Ohio",3.5,79,American (Traditional),$,region
1138,Scramblers,43215,"Franklin County, Ohio",3.5,53,American (Traditional),$,region
1139,El Manantial Latino,43202,"Franklin County, Ohio",4.0,63,Mexican,$,region
1140,4th Street Bar and Grill,43201,"Franklin County, Ohio",3.5,79,American (New),$,region
1141,H.Y. Asian Cuisine,43202,"Franklin County, Ohio",4.0,45,Chinese,$$,region
1142,The Shrunken Head,43201,"Franklin County, Ohio",4.0,34,American (Traditional),$,region
1143,Nongs Hunan Express,43212,"Franklin County, Ohio",3.5,56,Chinese,$,region
1144,Red Door Tavern,43212,"Franklin County, Ohio",3.5,90,American (Traditional),$$,region
1145,Eddie George's Grille 27,43212,"Franklin County, Ohio",3.5,48,American (New),$$,region
1146,Roosters,43202,"Franklin County, Ohio",4.0,84,American (Traditional),$$,region
1147,Joy's Village,43201,"Franklin County, Ohio",3.5,61,Chinese,$,region
1148,Zeno's,43201,"Franklin County, Ohio",3.5,42,American (New),$,region
1149,Los Guachos,43228,"Franklin County, Ohio",4.5,39,Mexican,$,region
1150,Local Cantina,43202,"Franklin County, Ohio",3.5,116,Mexican,$,region
1151,Knotty Pine Brewing,43212,"Franklin County, Ohio",3.0,110,American (Traditional),$$,region
1152,Jimmy Vs,43206,"Franklin County, Ohio",4.0,41,American (Traditional),$$,region
1153,Mama Mimi's Pizza - Columbus,43212,"Franklin County, Ohio",4.0,34,Italian,$$,region
1154,Windward Passage Restaurant,43220,"Franklin County, Ohio",4.0,119,American (Traditional),$$,region
1155,Veritas,43215,"Franklin County, Ohio",4.5,28,American (New),$$$,region
1156,Red Brick Tap & Grill,43206,"Franklin County, Ohio",3.0,117,American (Traditional),$$,region
1157,Lucky Dragon,43202,"Franklin County, Ohio",3.5,72,Chinese,$$,region
1158,Sun Tong Luck Asian Cuisine,43220,"Franklin County, Ohio",4.0,151,Chinese,$,region
1159,Tacoriendo Movil,43209,"Franklin County, Ohio",4.5,39,Mexican,$,region
1160,Hamptons on King,43201,"Franklin County, Ohio",3.5,54,American (Traditional),$,region
1161,La Poblanita,43214,"Franklin County, Ohio",4.5,42,Mexican,$,region
1162,Park Street Cantina,43215,"Franklin County, Ohio",2.0,133,Mexican,$$,region
1163,Eleven,43215,"Franklin County, Ohio",3.5,43,American (New),$$,region
1164,Caffé DaVinci,43221,"Franklin County, Ohio",4.0,63,Italian,$$,region
1165,Bar 23,43215,"Franklin County, Ohio",3.0,59,American (Traditional),$$,region
1166,Los Guachos Taqueria,43230,"Franklin County, Ohio",4.0,190,Mexican,$,region
1167,Mama Mimi's Take N Bake Pizza,43202,"Franklin County, Ohio",4.5,38,Italian,$,region
1168,Peking Dynasty Express,43209,"Franklin County, Ohio",4.0,58,Chinese,$$,region
1169,Oodles Noodle & Dumpling Bar,43215,"Franklin County, Ohio",3.5,39,Chinese,$,region
1170,First Watch,43201,"Franklin County, Ohio",4.0,33,American (Traditional),$$,region
1171,Poong Mei,43220,"Franklin County, Ohio",4.0,106,Chinese,$$,region
1172,Piada Italian Street Food,43209,"Franklin County, Ohio",4.0,63,Italian,$,region
1173,Nicola Restaurant and Bar,43220,"Franklin County, Ohio",4.0,92,Italian,$$$,region
1174,Darbo Restaurant,43224,"Franklin County, Ohio",4.5,43,Italian,$,region
1175,Charritos,43220,"Franklin County, Ohio",4.0,90,Mexican,$,region
1176,Pizza Cucinova,43219,"Franklin County, Ohio",4.0,134,Italian,$,region
1177,Taco Loco,43235,"Franklin County, Ohio",4.0,129,Mexican,$,region
1178,Peking Wok,43222,"Franklin County, Ohio",4.0,31,Chinese,$,region
1179,Uncle Nick's Greek Fried Chicken,43212,"Franklin County, Ohio",3.5,52,American (Traditional),$,region
1180,Super Chef's Breakfast & More,43230,"Franklin County, Ohio",3.5,323,American (Traditional),$$,region
1181,Mama's Pasta & Brew,43201,"Franklin County, Ohio",4.0,23,Italian,$,region
1182,Carsonie's Stromboli & Pizza Kitchen,43221,"Franklin County, Ohio",3.5,81,Italian,$$,region
1183,Gallo's Tap Room,43214,"Franklin County, Ohio",4.0,106,American (Traditional),$$,region
1184,5th Peking Dynasty,43212,"Franklin County, Ohio",3.0,75,Chinese,$,region
1185,Dante's Pizza,43214,"Franklin County, Ohio",4.5,46,Italian,$,region
1186,Champps Restaurant & Bar,43212,"Franklin County, Ohio",2.5,124,American (Traditional),$$,region
1187,Taste of Orient,43202,"Franklin County, Ohio",3.0,94,Chinese,$,region
1188,Press Pub On 5th - Grandview,43212,"Franklin County, Ohio",3.5,64,American (New),$$,region
1189,Brio Tuscan Grille,43219,"Franklin County, Ohio",3.5,225,Italian,$$,region
1190,Happy House Chinese Retaurant,43212,"Franklin County, Ohio",3.0,67,Chinese,$,region
1191,Cazuela's Grill,43201,"Franklin County, Ohio",3.0,124,Mexican,$$,region
1192,Hot Chicken Takeover,43219,"Franklin County, Ohio",4.5,97,American (Traditional),$$,region
1193,The Chop Shop,43201,"Franklin County, Ohio",3.5,55,American (Traditional),$,region
1194,El Vaquero Mexican Restaurant,43221,"Franklin County, Ohio",3.5,97,Mexican,$$,region
1195,Big Mamma's Burritos,43212,"Franklin County, Ohio",3.0,59,Mexican,$,region
1196,Dan's Drive In,43207,"Franklin County, Ohio",3.5,64,American (Traditional),$,region
1197,Red Door BBQ,43223,"Franklin County, Ohio",4.0,15,American (Traditional),$,region
1198,Drunch Eatery + Bar,43201,"Franklin County, Ohio",2.5,72,American (New),$$,region
1199,The Thirsty Scholar,43201,"Franklin County, Ohio",4.5,16,American (Traditional),$,region
1200,Cinco,43215,"Franklin County, Ohio",3.0,39,Mexican,$,region
1201,El Vaquero,43202,"Franklin County, Ohio",3.0,132,Mexican,$$,region
1202,Hunan Lion,43220,"Franklin County, Ohio",4.0,117,Chinese,$$,region
1203,The Burrito Bus,43215,"Franklin County, Ohio",3.5,19,Mexican,$$,region
1204,Melt Bar and Grilled,43219,"Franklin County, Ohio",3.5,248,American (Traditional),$$,region
1205,Little Dragons Chinese Restaurant,43229,"Franklin County, Ohio",4.0,89,Chinese,$$,region
1206,Grandview Cafe,43212,"Franklin County, Ohio",3.0,45,American (Traditional),$$,region
1207,Cafe Bistro,43219,"Franklin County, Ohio",4.5,63,American (New),$$,region
1208,China Dynasty,43221,"Franklin County, Ohio",3.0,89,Chinese,$$,region
1209,Kona Grill,43219,"Franklin County, Ohio",3.5,169,American (New),$$,region
1210,Rusty Bucket Restaurant & Tavern,43221,"Franklin County, Ohio",3.0,87,American (Traditional),$$,region
1211,Max & Erma's,43215,"Franklin County, Ohio",2.5,92,American (Traditional),$$,region
1212,Moretti's of Arlington,43221,"Franklin County, Ohio",3.5,72,Italian,$$,region
1213,Joey Chang's,43026,"Franklin County, Ohio",4.0,97,Chinese,$$,region
1214,Lucky Bamboo,43224,"Franklin County, Ohio",4.0,65,Chinese,$,region
1215,Condado Tacos - Easton,43219,"Franklin County, Ohio",4.0,124,Mexican,$$,region
1216,Red Chili Asian Kitchen,43201,"Franklin County, Ohio",3.5,33,Chinese,$,region
1217,Houlihan's,43221,"Franklin County, Ohio",3.5,94,American (New),$$,region
1218,H Johnsons Restaurant & Dairy,43206,"Franklin County, Ohio",4.5,15,American (Traditional),$$,region
1219,Figlio,43221,"Franklin County, Ohio",3.5,79,Italian,$$,region
1220,Juniper,43215,"Franklin County, Ohio",3.0,22,American (New),$$,region
1221,Cream & Sugar,43223,"Franklin County, Ohio",4.0,34,American (Traditional),$,region
1222,Rusty Bucket Restaurant & Tavern,43209,"Franklin County, Ohio",3.5,58,American (Traditional),$$,region
1223,Eddy's Chicken and Waffles,43205,"Franklin County, Ohio",3.5,38,American (New),$,region
1224,El Tacoriendo,43232,"Franklin County, Ohio",4.0,58,Mexican,$,region
1225,First Watch,43221,"Franklin County, Ohio",3.5,64,American (Traditional),$$,region
1226,GoCupz,43212,"Franklin County, Ohio",3.5,28,American (Traditional),$,region
1227,Asian Kitchen,43219,"Franklin County, Ohio",4.0,88,Chinese,$,region
1228,Kai's Crab Boil,43214,"Franklin County, Ohio",4.5,60,American (New),$$,region
1229,Beer Barrel Pizza and Grill,43026,"Franklin County, Ohio",3.5,165,American (Traditional),$$,region
1230,Buffalo Wild Wings,43212,"Franklin County, Ohio",3.0,51,American (Traditional),$$,region
1231,Catfish Biff's Pizza & Subs,43201,"Franklin County, Ohio",3.5,45,Italian,$,region
1232,Chipotle Mexican Grill,43201,"Franklin County, Ohio",4.0,21,Mexican,$,region
1233,The Cheesecake Factory,43219,"Franklin County, Ohio",3.0,199,American (New),$$,region
1234,Minelli's Pizza,43204,"Franklin County, Ohio",4.0,33,Italian,$,region
1235,Panini Opa,43235,"Franklin County, Ohio",4.0,128,Italian,$,region
1236,Piada Italian Street Food,43219,"Franklin County, Ohio",4.0,105,Italian,$,region
1237,Tortilla,43215,"Franklin County, Ohio",4.0,13,Mexican,$,region
1238,Dragon One,43205,"Franklin County, Ohio",3.0,46,Chinese,$,region
1239,Bon Vie,43219,"Franklin County, Ohio",3.5,166,American (New),$$,region
1240,La Casita,43220,"Franklin County, Ohio",3.5,134,Mexican,$$,region
1241,QDOBA Mexican Eats,43212,"Franklin County, Ohio",3.5,33,Mexican,$,region
1242,Moe's Southwest Grill,43221,"Franklin County, Ohio",3.5,36,Mexican,$,region
1243,Buffalo Wild Wings,43201,"Franklin County, Ohio",3.0,55,American (Traditional),$$,region
1244,Asian Wok,43204,"Franklin County, Ohio",4.0,21,Chinese,$,region
1245,Ying's Teahouse & Yum-Yum,43214,"Franklin County, Ohio",3.5,102,Chinese,$$,region
1246,Ted's Montana Grill - Gateway,43219,"Franklin County, Ohio",4.0,79,American (Traditional),$$,region
1247,Chipotle Mexican Grill,43215,"Franklin County, Ohio",3.0,19,Mexican,$,region
1248,World Of Beer,43219,"Franklin County, Ohio",3.5,105,American (Traditional),$$,region
1249,The Capitol Cafe By Milo's,43215,"Franklin County, Ohio",4.0,9,American (New),$$,region
1250,Abuelo's,43219,"Franklin County, Ohio",3.5,156,Mexican,$$,region
1251,Dos Hermanos Taco Truck,43215,"Franklin County, Ohio",3.5,25,Mexican,$,region
1252,Iron Grill Barbecue and Brew,43214,"Franklin County, Ohio",3.5,110,American (Traditional),$$,region
1253,TAT Ristorante Di Famiglia,43227,"Franklin County, Ohio",3.5,67,Italian,$$,region
1254,Brothers Bar & Grill,43215,"Franklin County, Ohio",1.5,110,American (Traditional),$,region
1255,Chipotle Mexican Grill,43212,"Franklin County, Ohio",2.0,130,Mexican,$,region
1256,Winking Lizard Tavern,43220,"Franklin County, Ohio",3.5,128,American (Traditional),$$,region
1257,Lunada Mexican Grill & Cantina,43026,"Franklin County, Ohio",3.5,127,Mexican,$$,region
1258,Backstage Bistro,43215,"Franklin County, Ohio",3.5,19,Italian,$$,region
1259,Local Cantina - Gahanna,43230,"Franklin County, Ohio",3.5,132,Mexican,$,region
1260,Sicilia Fine Italian Specialties,43201,"Franklin County, Ohio",3.5,33,Italian,$,region
1261,Mr. Pot,43220,"Franklin County, Ohio",4.0,42,Chinese,$$,region
1262,Billy Lee's Chinese Cuisine,43209,"Franklin County, Ohio",3.5,31,Chinese,$$,region
1263,Emelio's Catering and Restaurant,43228,"Franklin County, Ohio",4.5,27,Italian,$,region
1264,Wing's Restaurant,43209,"Franklin County, Ohio",3.5,46,Chinese,$$,region
1265,Lily Teriyaki,43228,"Franklin County, Ohio",3.5,49,Chinese,$,region
1266,PJ's Grill,43201,"Franklin County, Ohio",3.0,45,American (Traditional),$,region
1267,J. Alexander's Restaurant,43219,"Franklin County, Ohio",3.5,124,American (Traditional),$$,region
1268,J. Alexander's Restaurant,43219,"Franklin County, Ohio",3.5,124,American (New),$$,region
1269,Ranchero Kitchen,43229,"Franklin County, Ohio",4.5,28,Mexican,$,region
1270,Taqueria Jalisco,43231,"Franklin County, Ohio",5.0,24,Mexican,$,region
1271,Roosters,43220,"Franklin County, Ohio",3.5,70,American (Traditional),$,region
1272,The Torpedo Room,43201,"Franklin County, Ohio",3.0,30,American (Traditional),$$,region
1273,Chipotle Mexican Grill,43215,"Franklin County, Ohio",2.0,70,Mexican,$,region
1274,Tee Jaye's Country Place Restaurants,43228,"Franklin County, Ohio",4.0,29,American (Traditional),$,region
1275,Smith's Restaurant & Deli,43214,"Franklin County, Ohio",4.0,40,Italian,$,region
1276,Sunny Street Cafe,43220,"Franklin County, Ohio",4.0,42,American (New),$$,region
1277,Callahan's Columbus,43215,"Franklin County, Ohio",2.0,48,American (Traditional),$$,region
1278,Graze on Capitol Square,43215,"Franklin County, Ohio",4.5,8,American (New),$$,region
1279,P.F. Chang's,43219,"Franklin County, Ohio",3.0,129,Chinese,$$,region
1280,Minelli's Restaurant & Pizza Carry Out,43228,"Franklin County, Ohio",4.0,22,Italian,$,region
1281,Louie's Daybreak Diner,43211,"Franklin County, Ohio",4.0,24,American (New),$,region
1282,Nasty's Sports Bar & Restaurant,43026,"Franklin County, Ohio",4.0,80,American (Traditional),$,region
1283,Plaza Mexican Grill,43201,"Franklin County, Ohio",3.5,16,Mexican,$,region
1284,Crazy Burrito,43026,"Franklin County, Ohio",3.5,65,Mexican,$$,region
1285,Bob Evans,43212,"Franklin County, Ohio",2.5,34,American (Traditional),$$,region
1286,Andes Bar & Grill,43215,"Franklin County, Ohio",4.5,11,American (Traditional),$$,region
1287,Texas Roadhouse,43220,"Franklin County, Ohio",3.5,75,American (Traditional),$$,region
1288,Thai Mango Asian Bistro,43235,"Franklin County, Ohio",3.5,74,Chinese,$,region
1289,Z's Asian Bistro,43213,"Franklin County, Ohio",4.0,32,Chinese,$,region
1290,Las Maravillas Mexican Market,43201,"Franklin County, Ohio",4.0,9,Mexican,$,region
1291,Chipotle Mexican Grill,43221,"Franklin County, Ohio",3.5,35,Mexican,$,region
1292,Denny's,43202,"Franklin County, Ohio",3.5,32,American (Traditional),$,region
1293,Chipotle Mexican Grill,43214,"Franklin County, Ohio",3.5,45,Mexican,$,region
1294,World Of Beer,43201,"Franklin County, Ohio",3.0,34,American (Traditional),$$,region
1295,Eastern Wok,43207,"Franklin County, Ohio",4.0,25,Chinese,$,region
1296,BRAVO Cucina Italiana,43235,"Franklin County, Ohio",3.5,90,Italian,$$,region
1297,Taco's Mexican Grill and Cantina,43213,"Franklin County, Ohio",4.0,31,Mexican,$,region
1298,First Watch,43026,"Franklin County, Ohio",4.0,37,American (Traditional),$$,region
1299,Rusty Bucket Restaurant & Tavern,43219,"Franklin County, Ohio",3.5,91,American (Traditional),$$,region
1300,La Glory's Cafe,43209,"Franklin County, Ohio",4.0,31,American (Traditional),$,region
1301,MCL Restaurant & Bakery,43221,"Franklin County, Ohio",3.5,27,American (Traditional),$$,region
1302,Fiesta Mariachi,43123,"Franklin County, Ohio",3.5,74,Mexican,$$,region
1303,iTacos,43224,"Franklin County, Ohio",4.0,25,Mexican,$,region
1304,The Avalon,43215,"Franklin County, Ohio",3.0,10,American (New),$$,region
1305,General Tso's Chinese Restaurant,43235,"Franklin County, Ohio",3.5,63,Chinese,$$,region
1306,Yin Yue Restaurant,43211,"Franklin County, Ohio",3.5,25,Chinese,$,region
1307,Zamarelli's Pizza Palace,43123,"Franklin County, Ohio",4.0,56,Italian,$,region
1308,Zacatecas Restaurant,43204,"Franklin County, Ohio",4.5,19,Mexican,$,region
1309,Taqueria Delicias,43228,"Franklin County, Ohio",4.5,12,Mexican,$,region
1310,Hoggy's Restaurant and Catering,43214,"Franklin County, Ohio",3.0,62,American (Traditional),$,region
1311,Mark Pi's Express,43212,"Franklin County, Ohio",3.0,28,Chinese,$,region
1312,Golden Phoenix Chinese Restaurant,43231,"Franklin County, Ohio",3.5,40,Chinese,$,region
1313,Ding Ho Restaurant,43228,"Franklin County, Ohio",3.0,53,Chinese,$$,region
1314,Rusty Bucket Restaurant & Tavern,43214,"Franklin County, Ohio",3.0,59,American (Traditional),$$,region
1315,Bistro 2110 At the Blackwell,43210,"Franklin County, Ohio",3.5,25,American (New),$$,region
1316,Raising Cane's Chicken Fingers,43123,"Franklin County, Ohio",3.5,35,American (Traditional),$,region
1317,El Rodeo Mexican Restaurant,43219,"Franklin County, Ohio",4.5,22,Mexican,$,region
1318,Lilly's Kitchen Table,43123,"Franklin County, Ohio",4.0,59,American (Traditional),$,region
1319,BJ's Restaurant & Brewhouse,43219,"Franklin County, Ohio",3.0,104,American (New),$$,region
1320,Taco Bell,43202,"Franklin County, Ohio",2.5,39,Mexican,$,region
1321,Café Creekside,43230,"Franklin County, Ohio",3.0,79,American (Traditional),$,region
1322,Pacific Eatery and Catering,43220,"Franklin County, Ohio",3.5,33,Chinese,$$,region
1323,Fiesta Mariachi Mexican Restaurant,43228,"Franklin County, Ohio",3.5,52,Mexican,$$,region
1324,Average Joe's Pub & Grill,43220,"Franklin County, Ohio",3.0,61,American (Traditional),$$,region
1325,Red Robin Gourmet Burgers,43123,"Franklin County, Ohio",3.5,52,American (Traditional),$$,region
1326,La Michoacan Mexican Market,43235,"Franklin County, Ohio",4.0,24,Mexican,$,region
1327,Coaches Bar & Grill,43220,"Franklin County, Ohio",4.0,34,American (Traditional),$,region
1328,Texas Roadhouse,43123,"Franklin County, Ohio",3.5,48,American (Traditional),$$,region
1329,La Michoacana Mexican Market,43229,"Franklin County, Ohio",3.5,39,Mexican,$,region
1330,Japanese Oriental Restaurant,43201,"Franklin County, Ohio",3.5,92,Chinese,$$,region
1331,HC Way,43214,"Franklin County, Ohio",4.0,29,Chinese,$,region
1332,Red Robin Gourmet Burgers,43219,"Franklin County, Ohio",3.0,107,American (Traditional),$$,region
1333,Eastern Bay,43221,"Franklin County, Ohio",3.0,43,Chinese,$$,region
1334,Chipotle Mexican Grill,43201,"Franklin County, Ohio",2.5,23,Mexican,$,region
1335,Memories Food & Spirits,43123,"Franklin County, Ohio",3.5,44,American (Traditional),$,region
1336,Red Lobster,43228,"Franklin County, Ohio",3.0,33,American (Traditional),$$,region
1337,14 Twenty Bar and Pizza,43212,"Franklin County, Ohio",3.5,15,American (Traditional),$,region
1338,Jade Bowl House,43230,"Franklin County, Ohio",3.5,31,Chinese,$,region
1339,Mark Pi's Feast Of The Dragon,43228,"Franklin County, Ohio",2.5,42,Chinese,$,region
1340,Siam Express,43215,"Franklin County, Ohio",3.0,10,Chinese,$,region
1341,LongHorn Steakhouse,43123,"Franklin County, Ohio",3.5,44,American (Traditional),$$,region
1342,The Goat,43026,"Franklin County, Ohio",3.5,58,American (Traditional),$$,region
1343,Mark Pi's Express,43201,"Franklin County, Ohio",3.0,16,Chinese,$,region
1344,Pharoah's Pizza and Stromboli,43202,"Franklin County, Ohio",2.5,44,American (Traditional),$,region
1345,QDOBA Mexican Eats,43201,"Franklin County, Ohio",3.5,12,Mexican,$,region
1346,Pizza Fresca,43202,"Franklin County, Ohio",3.5,25,Italian,$$,region
1347,Carrabba's Italian Grill,43026,"Franklin County, Ohio",3.5,54,Italian,$$,region
1348,Tee Jaye's Country Place,43214,"Franklin County, Ohio",3.0,59,American (Traditional),$,region
1349,Ginza Go,43224,"Franklin County, Ohio",3.5,34,Chinese,$,region
1350,Grandstand Pizza Shop,43123,"Franklin County, Ohio",3.5,38,Italian,$,region
1351,Dave & Buster's,43026,"Franklin County, Ohio",3.0,85,American (Traditional),$$,region
1352,Morone's Italian Villa,43220,"Franklin County, Ohio",3.0,49,Italian,$$,region
1353,Iacono's Italian Restaurant,43220,"Franklin County, Ohio",3.5,33,Italian,$$,region
1354,River City Grille,43219,"Franklin County, Ohio",3.5,19,American (Traditional),$$,region
1355,Ho-Toy,43215,"Franklin County, Ohio",2.5,27,Chinese,$,region
1356,Waffle House,43201,"Franklin County, Ohio",2.5,26,American (New),$,region
1357,Chipotle Mexican Grill,43214,"Franklin County, Ohio",3.0,40,Mexican,$,region
1358,Taco Bell,43209,"Franklin County, Ohio",4.5,8,Mexican,$,region
1359,Market District Kitchen & Bar,43209,"Franklin County, Ohio",3.0,31,American (New),$$,region
1360,Massey's Pizza,43204,"Franklin County, Ohio",3.5,16,Italian,$$,region
1361,Raspados Y Nieves La Laguna,43228,"Franklin County, Ohio",5.0,8,Mexican,$,region
1362,Asian Express,43026,"Franklin County, Ohio",3.5,37,Chinese,$,region
1363,Ko Sheng Chinese Restaurant,43224,"Franklin County, Ohio",3.5,21,Chinese,$,region
1364,Frisch's Big Boy,43211,"Franklin County, Ohio",2.5,27,American (Traditional),$,region
1365,New American Deli,43215,"Franklin County, Ohio",4.5,7,American (New),$,region
1366,Olive Garden Italian Restaurant,43123,"Franklin County, Ohio",3.0,42,Italian,$$,region
1367,Adobe Gilas,43230,"Franklin County, Ohio",2.5,99,Mexican,$$,region
1368,Pointe Tavern,43221,"Franklin County, Ohio",3.5,21,American (Traditional),$,region
1369,Barley Swine,78757,"Travis County, Texas",4.5,868,American (New),$$$,region
1370,Salty Sow,78722,"Travis County, Texas",4.5,2074,American (Traditional),$$,region
1371,Hopdoddy Burger Bar,78704,"Travis County, Texas",4.0,4134,American (Traditional),$$,region
1372,Odd Duck,78704,"Travis County, Texas",4.5,1261,American (Traditional),$$$,region
1373,Fonda San Miguel,78756,"Travis County, Texas",4.0,686,Mexican,$$$,region
1374,Chez Zee American Bistro,78731,"Travis County, Texas",3.5,783,American (New),$$,region
1375,Picnik,78756,"Travis County, Texas",4.5,319,American (New),$$,region
1376,South Congress Cafe,78704,"Travis County, Texas",4.0,2045,American (New),$$,region
1377,Olive & June,78703,"Travis County, Texas",4.0,486,Italian,$$$,region
1378,Torchy's Tacos,78705,"Travis County, Texas",4.0,729,Mexican,$,region
1379,Mandola's Italian,78751,"Travis County, Texas",4.0,803,Italian,$$,region
1380,Vino Vino,78751,"Travis County, Texas",4.0,482,American (New),$$,region
1381,Hula Hut,78703,"Travis County, Texas",3.5,1233,Mexican,$$,region
1382,Perry's Steakhouse & Grille - Downtown Austin,78701,"Travis County, Texas",4.0,847,American (Traditional),$$$,region
1383,Eastside Cafe,78722,"Travis County, Texas",4.0,868,American (Traditional),$$,region
1384,Jack Allen's Kitchen 360,78746,"Travis County, Texas",4.5,326,American (Traditional),$$,region
1385,True Food Kitchen,78701,"Travis County, Texas",4.5,571,American (New),$$,region
1386,Patrizi's,78722,"Travis County, Texas",4.5,431,Italian,$$,region
1387,Bartlett's,78757,"Travis County, Texas",4.0,610,American (New),$$$,region
1388,Cabo Bob's Burritos,78705,"Travis County, Texas",4.5,268,Mexican,$,region
1389,Wink,78703,"Travis County, Texas",4.0,719,American (New),$$$,region
1390,Roaring Fork,78701,"Travis County, Texas",4.0,860,American (Traditional),$$,region
1391,La Cocina de Consuelo,78756,"Travis County, Texas",4.0,326,Mexican,$,region
1392,Taco Joint,78705,"Travis County, Texas",4.5,333,Mexican,$,region
1393,DeSano Pizzeria Napoletana,78757,"Travis County, Texas",4.5,366,Italian,$$,region
1394,Swift's Attic,78701,"Travis County, Texas",4.0,879,American (New),$$,region
1395,Billy's on Burnet,78756,"Travis County, Texas",4.0,343,American (Traditional),$,region
1396,Trudy's,78705,"Travis County, Texas",3.5,837,American (New),$$,region
1397,Sugar Mama's Bakeshop,78704,"Travis County, Texas",4.0,862,American (Traditional),$,region
1398,Veracruz All Natural,78702,"Travis County, Texas",4.5,555,Mexican,$,region
1399,Second Bar + Kitchen,78701,"Travis County, Texas",4.0,1023,American (New),$$,region
1400,Chuy's,78704,"Travis County, Texas",4.0,821,Mexican,$$,region
1401,Gourdough's Public House,78704,"Travis County, Texas",4.0,1044,American (Traditional),$$,region
1402,Cover 3,78757,"Travis County, Texas",4.0,588,American (New),$$,region
1403,Sala & Betty,78751,"Travis County, Texas",4.0,334,American (New),$$,region
1404,Taco Flats,78756,"Travis County, Texas",4.0,316,Mexican,$$,region
1405,Juan In A Million,78702,"Travis County, Texas",4.0,1433,Mexican,$,region
1406,Parkside,78701,"Travis County, Texas",4.0,864,American (New),$$$,region
1407,Eureka!,78701,"Travis County, Texas",4.0,519,American (New),$$,region
1408,Magnolia Cafe,78703,"Travis County, Texas",3.5,736,American (New),$,region
1409,The Backspace,78701,"Travis County, Texas",4.0,588,Italian,$$,region
1410,Workhorse Bar,78751,"Travis County, Texas",4.0,269,American (Traditional),$,region
1411,Casino El Camino,78701,"Travis County, Texas",3.5,1049,American (Traditional),$,region
1412,Mi Tradición,78758,"Travis County, Texas",4.5,272,Mexican,$,region
1413,Fixe Austin's Southern House,78701,"Travis County, Texas",4.0,485,American (New),$$$,region
1414,Roaring Fork,78759,"Travis County, Texas",4.0,921,American (New),$$,region
1415,Lucky's Puccias and Pizzeria,78703,"Travis County, Texas",4.5,208,Italian,$$,region
1416,ALC Steaks,78703,"Travis County, Texas",4.0,489,American (Traditional),$$$,region
1417,The Carillon,78705,"Travis County, Texas",4.5,256,American (New),$$$,region
1418,Three Little Pigs,78757,"Travis County, Texas",4.5,156,American (New),$,region
1419,Pueblo Viejo,78702,"Travis County, Texas",4.5,348,Mexican,$,region
1420,Galaxy Cafe,78751,"Travis County, Texas",4.0,356,American (New),$$,region
1421,Galaxy Cafe,78751,"Travis County, Texas",4.0,356,American (Traditional),$$,region
1422,Texas Honey Ham Company,78746,"Travis County, Texas",4.5,204,Mexican,$,region
1423,Royal Jelly,78752,"Travis County, Texas",4.5,167,American (New),$$,region
1424,Lucy's Fried Chicken,78756,"Travis County, Texas",3.5,481,American (Traditional),$$,region
1425,North Italia,78758,"Travis County, Texas",4.0,996,Italian,$$,region
1426,Gusto Italian Kitchen & Wine Bar,78756,"Travis County, Texas",3.5,340,Italian,$$,region
1427,La Condesa,78701,"Travis County, Texas",3.5,1232,Mexican,$$,region
1428,Launderette,78702,"Travis County, Texas",4.0,718,American (New),$$,region
1429,East Side Pies,78702,"Travis County, Texas",4.0,594,Italian,$,region
1430,Foreign & Domestic,78751,"Travis County, Texas",3.5,572,American (New),$$,region
1431,Paco's Tacos,78723,"Travis County, Texas",4.0,495,Mexican,$,region
1432,Enoteca Vespaio,78704,"Travis County, Texas",4.0,698,Italian,$$,region
1433,Yard Bar,78757,"Travis County, Texas",4.0,250,American (New),$$,region
1434,The Hightower,78702,"Travis County, Texas",4.0,447,American (New),$$,region
1435,Russell's Bistro,78731,"Travis County, Texas",3.5,298,American (Traditional),$$,region
