,name,zipcode,county_string,rating,review_count,category
0,Sotto Mare Oysteria & Seafood,94133,"San Francisco County, California",4.5,2998,Italian
1,Bella Trattoria,94118,"San Francisco County, California",4.0,1175,Italian
2,The Italian Homemade Company,94123,"San Francisco County, California",4.5,598,Italian
3,È Tutto Qua,94133,"San Francisco County, California",4.0,1840,Italian
4,Beretta,94110,"San Francisco County, California",4.0,3218,Italian
5,Delfina,94110,"San Francisco County, California",4.0,1902,Italian
6,Italian Homemade Company,94133,"San Francisco County, California",4.5,963,Italian
7,Trattoria Contadina,94133,"San Francisco County, California",4.0,1150,Italian
8,Seven Hills,94109,"San Francisco County, California",4.5,851,Italian
9,Roma Antica,94123,"San Francisco County, California",4.5,148,Italian
10,Fino Ristorante & Bar,94109,"San Francisco County, California",4.0,992,Italian
11,Barbacco,94111,"San Francisco County, California",4.0,1463,Italian
12,La Traviata,94110,"San Francisco County, California",4.0,525,Italian
13,a Mano,94102,"San Francisco County, California",4.0,389,Italian
14,Delarosa,94103,"San Francisco County, California",4.0,762,Italian
15,Trattoria da Vittorio,94127,"San Francisco County, California",4.0,566,Italian
16,Caffe Macaroni,94133,"San Francisco County, California",4.5,478,Italian
17,AltoVino,94133,"San Francisco County, California",4.5,12,Italian
18,Baonecci Ristorante,94133,"San Francisco County, California",4.5,868,Italian
19,Spiazzo Ristorante,94127,"San Francisco County, California",4.0,552,Italian
20,Tommaso's Ristorante Italiano,94133,"San Francisco County, California",4.0,1458,Italian
21,Piccolo Forno,94133,"San Francisco County, California",4.5,322,Italian
22,Lupa Trattoria,94114,"San Francisco County, California",4.0,570,Italian
23,54 Mint - Ristorante Italiano,94103,"San Francisco County, California",4.0,998,Italian
24,Vixi Cucina Italiana,94118,"San Francisco County, California",4.0,146,Italian
25,BARZOTTO,94110,"San Francisco County, California",4.0,268,Italian
26,Tratto,94102,"San Francisco County, California",4.0,254,Italian
27,Fior d'Italia,94133,"San Francisco County, California",4.0,429,Italian
28,Albona Ristorante Istriano,94133,"San Francisco County, California",4.5,640,Italian
29,La Briciola,94107,"San Francisco County, California",4.0,818,Italian
30,Zero Zero,94107,"San Francisco County, California",4.0,2875,Italian
31,Castagna,94123,"San Francisco County, California",4.5,303,Italian
32,Perbacco,94111,"San Francisco County, California",4.0,1856,Italian
33,Cotogna,94133,"San Francisco County, California",4.0,1233,Italian
34,Il Casaro Pizzeria & Mozzarella Bar,94133,"San Francisco County, California",4.5,806,Italian
35,Fiorella,94121,"San Francisco County, California",4.0,275,Italian
36,Franchino,94133,"San Francisco County, California",4.0,1012,Italian
37,Mangia Tutti Ristorante,94111,"San Francisco County, California",4.0,361,Italian
38,Locanda,94110,"San Francisco County, California",4.0,912,Italian
39,Uva Enoteca,94117,"San Francisco County, California",4.0,858,Italian
40,Tony's Pizza Napoletana,94133,"San Francisco County, California",4.0,3934,Italian
41,Capannina,94123,"San Francisco County, California",4.0,762,Italian
42,Mescolanza,94118,"San Francisco County, California",4.0,111,Italian
43,Mozzeria,94103,"San Francisco County, California",4.0,628,Italian
44,Firenze by Night Ristorante,94133,"San Francisco County, California",4.0,881,Italian
45,Poesia,94114,"San Francisco County, California",4.0,695,Italian
46,Pachino Trattoria & Pizzeria,94104,"San Francisco County, California",4.0,450,Italian
47,Pazzia Restaurant & Pizzeria,94107,"San Francisco County, California",4.0,872,Italian
48,Nob Hill Cafe,94108,"San Francisco County, California",4.0,1129,Italian
49,Delarosa,94123,"San Francisco County, California",4.0,1304,Italian
50,Ristorante Marcello,94116,"San Francisco County, California",4.0,182,Italian
51,Amarena,94109,"San Francisco County, California",4.0,507,Italian
52,Marcella's Lasagneria,94107,"San Francisco County, California",4.5,315,Italian
53,Bacco,94114,"San Francisco County, California",4.0,411,Italian
54,Pane E Vino,94123,"San Francisco County, California",4.0,374,Italian
55,Gaspare's Pizza House & Italian Restaurant,94121,"San Francisco County, California",4.0,851,Italian
56,InoVino,94117,"San Francisco County, California",4.5,110,Italian
57,Sodini's Green Valley Restaurant,94133,"San Francisco County, California",4.0,780,Italian
58,Ideale,94133,"San Francisco County, California",4.0,658,Italian
59,Che Fico,94117,"San Francisco County, California",4.5,16,Italian
60,Original Joe's,94133,"San Francisco County, California",4.0,1047,Italian
61,Ristorante Milano,94109,"San Francisco County, California",4.0,665,Italian
62,Ristorante Parma,94123,"San Francisco County, California",4.0,347,Italian
63,Il Borgo,94102,"San Francisco County, California",3.5,597,Italian
64,Ardiana,94131,"San Francisco County, California",4.5,68,Italian
65,Vega,94110,"San Francisco County, California",4.0,477,Italian
66,Scoma's Restaurant,94133,"San Francisco County, California",4.0,2983,Italian
67,Pink Onion,94103,"San Francisco County, California",4.5,120,Italian
68,Sorrel,94107,"San Francisco County, California",4.5,59,Italian
69,Emmy's Spaghetti Shack,94110,"San Francisco County, California",4.0,338,Italian
70,Puccini & Pinetti,94102,"San Francisco County, California",3.5,964,Italian
71,Acquerello,94109,"San Francisco County, California",4.5,983,Italian
72,Francisca's,94110,"San Francisco County, California",4.5,55,Italian
73,SPQR,94115,"San Francisco County, California",3.5,1802,Italian
74,Ragazza,94117,"San Francisco County, California",4.0,587,Italian
75,Venticello Ristorante,94108,"San Francisco County, California",4.0,449,Italian
76,Piccino,94107,"San Francisco County, California",4.0,1245,Italian
77,Gold Mirror Italian Restaurant,94116,"San Francisco County, California",3.5,274,Italian
78,Allegro Romano,94109,"San Francisco County, California",4.0,517,Italian
79,Rocco's Café,94103,"San Francisco County, California",4.0,806,Italian
80,Cioppino's,94109,"San Francisco County, California",3.5,1338,Italian
81,Original U.S. Restaurant,94133,"San Francisco County, California",4.0,120,Italian
82,Valencia Pizza & Pasta,94110,"San Francisco County, California",4.0,400,Italian
83,Pesce e Riso,94133,"San Francisco County, California",4.0,64,Italian
84,Caffe Sport,94133,"San Francisco County, California",4.0,614,Italian
85,Il Pollaio,94133,"San Francisco County, California",4.5,340,Italian
86,Maybeck's,94123,"San Francisco County, California",4.0,221,Italian
87,Birba,94102,"San Francisco County, California",4.5,78,Italian
88,Capo's Chicago Pizza,94133,"San Francisco County, California",4.0,642,Italian
89,Acquolina,94133,"San Francisco County, California",4.0,285,Italian
90,Zuni Café,94102,"San Francisco County, California",4.0,2478,Italian
91,Via Veneto,94115,"San Francisco County, California",4.0,212,Italian
92,Pizzeria Delfina,94115,"San Francisco County, California",4.0,1375,Italian
93,Bambino's Ristorante,94117,"San Francisco County, California",4.0,501,Italian
94,Pizzeria Delfina - San Francisco,94110,"San Francisco County, California",4.0,2176,Italian
95,Scala's Bistro,94102,"San Francisco County, California",3.5,1166,Italian
96,VinoRosso,94110,"San Francisco County, California",4.0,162,Italian
97,Fiore Caffè,94110,"San Francisco County, California",4.0,284,Italian
98,L'Ottavo Ristorante,94102,"San Francisco County, California",3.5,215,Italian
99,Flour + Water,94110,"San Francisco County, California",3.5,2081,Italian
100,Italian-American Social Club of San Francisco,94112,"San Francisco County, California",4.5,36,Italian
101,Dobbs Ferry Restaurant,94102,"San Francisco County, California",4.0,509,Italian
102,Cesario's,94102,"San Francisco County, California",3.5,294,Italian
103,Mona Lisa Restaurant,94133,"San Francisco County, California",3.5,1140,Italian
104,A16,94123,"San Francisco County, California",3.5,1829,Italian
105,Jackson Fillmore Trattoria,94115,"San Francisco County, California",3.5,428,Italian
106,The Stinking Rose,94133,"San Francisco County, California",3.5,3490,Italian
107,Magic Flute Ristorante,94118,"San Francisco County, California",4.0,503,Italian
108,Gialina Pizzeria,94131,"San Francisco County, California",4.0,1045,Italian
109,Credo,94104,"San Francisco County, California",4.0,742,Italian
110,North Beach Restaurant,94133,"San Francisco County, California",3.5,702,Italian
111,Ti Piacera Ristorante,94109,"San Francisco County, California",3.5,341,Italian
112,Osteria,94115,"San Francisco County, California",3.5,237,Italian
113,Da Flora-A Venetian Osteria,94133,"San Francisco County, California",4.0,266,Italian
114,Elmira Rosticceria,94102,"San Francisco County, California",4.0,238,Italian
115,Dispensa Italian Charcoal Kitchen,94102,"San Francisco County, California",5.0,6,Italian
116,Tosca Cafe,94133,"San Francisco County, California",3.5,419,Italian
117,Palio d'Asti,94111,"San Francisco County, California",3.5,491,Italian
118,Pasquale's Pizza,94122,"San Francisco County, California",3.5,828,Italian
119,Uncle Vito's Pizza,94108,"San Francisco County, California",4.0,1046,Italian
120,Contrada,94123,"San Francisco County, California",3.5,51,Italian
121,Little Henry's,94121,"San Francisco County, California",3.0,240,Italian
122,Colombini Italian Cafe Bistro,94109,"San Francisco County, California",3.5,146,Italian
123,Pescatore,94133,"San Francisco County, California",3.5,308,Italian
124,Giorgio's Pizzeria,94118,"San Francisco County, California",4.0,903,Italian
125,Quince,94133,"San Francisco County, California",4.0,1326,Italian
126,The Sausage Factory,94114,"San Francisco County, California",3.5,502,Italian
127,Capurro's,94109,"San Francisco County, California",3.5,669,Italian
128,Piazza Pellegrini,94133,"San Francisco County, California",3.5,566,Italian
129,Trattoria Pinocchio,94133,"San Francisco County, California",3.5,725,Italian
130,Victor's Pizzeria & Italian Restaurant,94109,"San Francisco County, California",4.0,842,Italian
131,The Meatball Bar,94104,"San Francisco County, California",3.5,85,Italian
132,Villa Taverna,94111,"San Francisco County, California",4.5,16,Italian
133,Zingari Ristorante + Jazz Bar,94102,"San Francisco County, California",3.0,411,Italian
134,Jersey,94105,"San Francisco County, California",4.0,344,Italian
135,Little Henry's,94109,"San Francisco County, California",3.5,191,Italian
136,Villa D'este,94132,"San Francisco County, California",2.5,139,Italian
137,Golden Boy Pizza,94133,"San Francisco County, California",4.5,2805,Italian
138,Firewood Cafe,94114,"San Francisco County, California",3.5,263,Italian
139,Mozzarella Di Bufala Pizzeria,94127,"San Francisco County, California",3.5,542,Italian
140,Cafe Tiramisu,94104,"San Francisco County, California",3.5,587,Italian
141,Pizzahacker,94110,"San Francisco County, California",4.0,266,Italian
142,Florio Bar & Cafe,94115,"San Francisco County, California",3.5,295,Italian
143,Ottimista Restaurant & Bar,94123,"San Francisco County, California",3.5,410,Italian
144,Cafe Zoetrope,94133,"San Francisco County, California",3.5,352,Italian
145,SOMA Restaurant & Bar,94103,"San Francisco County, California",3.5,221,Italian
146,Dino & Santino's,94115,"San Francisco County, California",3.5,591,Italian
147,Slice House,94107,"San Francisco County, California",4.0,266,Italian
148,Chez Beesen,94104,"San Francisco County, California",4.0,403,Italian
149,Gioia Pizzeria,94109,"San Francisco County, California",3.5,430,Italian
150,A Taste Of North Beach,94107,"San Francisco County, California",4.0,3,Italian
151,Tricolore Caffe & Catering,94111,"San Francisco County, California",4.0,135,Italian
152,Fuzio,94111,"San Francisco County, California",3.0,475,Italian
153,Osteria Bella,94118,"San Francisco County, California",4.5,5,Italian
154,Rose's Cafe,94123,"San Francisco County, California",3.5,859,Italian
155,Mario's Bohemian Cigar Store Cafe,94133,"San Francisco County, California",4.0,521,Italian
156,Olive Garden Italian Restaurant,94132,"San Francisco County, California",2.5,983,Italian
157,Bella 3848,94118,"San Francisco County, California",3.5,6,Italian
158,Michelangelo Ristorante & Caffe,94133,"San Francisco County, California",3.5,508,Italian
159,Pasta Moto,94103,"San Francisco County, California",3.0,192,Italian
160,IL  Pastaio Fresh Pasta,94110,"San Francisco County, California",5.0,1,Italian
161,Cafe Majestic,94109,"San Francisco County, California",3.5,42,Italian
162,Caffé DeLucchi,94133,"San Francisco County, California",3.5,869,Italian
163,Bravo Pizza,94112,"San Francisco County, California",4.0,358,Italian
164,Heirloom Cafe,94110,"San Francisco County, California",4.0,458,Italian
165,Cibi Cotti,94110,"San Francisco County, California",5.0,1,Italian
166,Jackson Place Cafe,94111,"San Francisco County, California",4.5,187,Italian
167,Americano,94105,"San Francisco County, California",3.5,988,Italian
168,Ristorante Giordano,94109,"San Francisco County, California",5.0,1,Italian
169,Il Fornaio,94111,"San Francisco County, California",3.5,524,Italian
170,Bar Struzzo,94102,"San Francisco County, California",4.0,5,Italian
171,The Terrace,94118,"San Francisco County, California",4.5,7,Italian
172,illy Caffè,94114,"San Francisco County, California",4.0,114,Italian
173,Aventine,94111,"San Francisco County, California",3.5,328,Italian
174,Little Joe's Pizzeria,94112,"San Francisco County, California",3.5,230,Italian
175,Pompei's Grotto,94133,"San Francisco County, California",3.0,524,Italian
176,Swiss Louis,94133,"San Francisco County, California",3.0,433,Italian
177,South Beach Cafe,94107,"San Francisco County, California",3.5,387,Italian
178,Sabella & La Torre,94133,"San Francisco County, California",3.5,692,Italian
179,Cafe du Soleil,94107,"San Francisco County, California",4.5,348,Italian
180,Patxi's Pizza,94123,"San Francisco County, California",3.5,815,Italian
181,Bruno's Pizzeria,94115,"San Francisco County, California",3.0,203,Italian
182,Bernal Heights Pizzeria,94110,"San Francisco County, California",3.5,146,Italian
183,Village Pizzeria,94118,"San Francisco County, California",3.5,217,Italian
184,Basta Pasta,94133,"San Francisco County, California",3.5,9,Italian
185,Haystack Pizza,94114,"San Francisco County, California",3.0,377,Italian
186,Slice House By Tony Gemignani,94117,"San Francisco County, California",4.0,157,Italian
187,Amici's East Coast Pizzeria,94107,"San Francisco County, California",3.0,585,Italian
188,Giorgio's Pizza,94111,"San Francisco County, California",3.5,50,Italian
189,Patxi's Pizza,94122,"San Francisco County, California",3.5,632,Italian
190,Deja Vu Pizza and Pasta,94103,"San Francisco County, California",3.5,362,Italian
191,Ristorante Ideale,94133,"San Francisco County, California",5.0,1,Italian
192,Roxanne Cafe,94108,"San Francisco County, California",3.0,418,Italian
193,La Stazione Coffee & Wine Bar,94107,"San Francisco County, California",4.0,181,Italian
194,Columbus Cafe,94133,"San Francisco County, California",4.0,328,Italian
195,Roma Pizzeria,94112,"San Francisco County, California",3.0,161,Italian
196,pomodoro,94123,"San Francisco County, California",4.0,2,Italian
197,Serrano's Pizza,94110,"San Francisco County, California",3.5,561,Italian
198,Patxi's Pizza,94102,"San Francisco County, California",3.5,2055,Italian
199,Twin Peaks Pizza & Pasta,94131,"San Francisco County, California",3.5,233,Italian
200,illy Caffè,94123,"San Francisco County, California",3.5,60,Italian
201,Patxi's Pizza,94114,"San Francisco County, California",3.0,710,Italian
202,Cafe Mason,94102,"San Francisco County, California",3.0,892,Italian
203,Supreme Pizza,94110,"San Francisco County, California",3.5,99,Italian
204,Off the Grid: UN Plaza,94102,"San Francisco County, California",4.0,40,Italian
205,illy Caffè,94111,"San Francisco County, California",3.5,16,Italian
206,Piccolo Pizza,94109,"San Francisco County, California",3.5,234,Italian
207,Cafe Bellini,94102,"San Francisco County, California",3.0,382,Italian
208,Cecilia's Pizza & Restaurant,94110,"San Francisco County, California",3.0,27,Italian
209,Pizzelle di North Beach,94133,"San Francisco County, California",3.5,334,Italian
210,Gambino's New York Subs,94111,"San Francisco County, California",3.5,242,Italian
211,El Valenciano Restaurant & Bar,94110,"San Francisco County, California",3.5,68,Italian
212,Marina Pizza and Caffe,94123,"San Francisco County, California",3.0,219,Italian
213,Tropisueño,94103,"San Francisco County, California",4.0,3670,Mexican
214,El Farolito,94110,"San Francisco County, California",4.0,4309,Mexican
215,Don Pisto's,94133,"San Francisco County, California",4.5,1652,Mexican
216,La Taqueria,94110,"San Francisco County, California",4.0,3324,Mexican
217,Tacorea,94108,"San Francisco County, California",4.5,993,Mexican
218,Taqueria Los Mayas,94118,"San Francisco County, California",4.0,172,Mexican
219,The Little Chihuahua,94117,"San Francisco County, California",4.0,1354,Mexican
220,Taqueria Guadalajara,94112,"San Francisco County, California",4.0,808,Mexican
221,Pancho Villa Taqueria,94103,"San Francisco County, California",4.0,2192,Mexican
222,Nopalito,94122,"San Francisco County, California",4.0,1069,Mexican
223,Nopalito,94117,"San Francisco County, California",4.0,1669,Mexican
224,Gracias Madre,94110,"San Francisco County, California",4.0,2731,Mexican
225,Garaje,94107,"San Francisco County, California",4.5,1315,Mexican
226,Papito Hayes,94102,"San Francisco County, California",4.0,418,Mexican
227,El Rancho Grande,94117,"San Francisco County, California",4.0,277,Mexican
228,Taqueria Dos Charros,94132,"San Francisco County, California",4.0,163,Mexican
229,Matador,94102,"San Francisco County, California",4.0,392,Mexican
230,Tacorgasmico,94114,"San Francisco County, California",4.0,191,Mexican
231,The Castro Republic,94114,"San Francisco County, California",4.5,234,Mexican
232,Panuchos,94133,"San Francisco County, California",4.5,131,Mexican
233,Padrecito,94117,"San Francisco County, California",4.0,706,Mexican
234,El Castillito,94114,"San Francisco County, California",4.0,774,Mexican
235,El Buen Comer,94110,"San Francisco County, California",4.0,208,Mexican
236,Cilantro SF Taqueria,94133,"San Francisco County, California",4.5,42,Mexican
237,Papito Potrero Hill,94107,"San Francisco County, California",4.0,601,Mexican
238,Cochinita,94109,"San Francisco County, California",4.5,7,Mexican
239,Mateo's Taqueria,94110,"San Francisco County, California",4.0,353,Mexican
240,Taqueria El Farolito,94133,"San Francisco County, California",4.0,69,Mexican
241,Velvet Cantina,94110,"San Francisco County, California",4.0,1146,Mexican
242,Flores ,94123,"San Francisco County, California",4.0,267,Mexican
243,El Rincón Yucateco,94102,"San Francisco County, California",4.5,114,Mexican
244,El Metate Restaurant,94110,"San Francisco County, California",4.0,1033,Mexican
245,Gallardos Mexican Restaurant,94110,"San Francisco County, California",4.0,361,Mexican
246,El Burrito Express,94115,"San Francisco County, California",4.0,634,Mexican
247,Mexico Tipico,94112,"San Francisco County, California",4.5,191,Mexican
248,Taqueria Castillo Mason,94102,"San Francisco County, California",4.0,202,Mexican
249,Little Taqueria,94118,"San Francisco County, California",4.5,82,Mexican
250,Street Taco,94117,"San Francisco County, California",4.0,484,Mexican
251,Tacko,94123,"San Francisco County, California",4.0,628,Mexican
252,El Toreador Restaurant,94127,"San Francisco County, California",3.5,807,Mexican
253,El Farolito,94112,"San Francisco County, California",4.0,596,Mexican
254,Gordo Taqueria,94121,"San Francisco County, California",4.0,662,Mexican
255,Papalote Mexican Grill,94110,"San Francisco County, California",3.5,2106,Mexican
256,Toma,94123,"San Francisco County, California",4.0,261,Mexican
257,Mexican Grill,94122,"San Francisco County, California",4.0,50,Mexican
258,La Palma Mexicatessen,94110,"San Francisco County, California",4.5,558,Mexican
259,San Jalisco,94110,"San Francisco County, California",4.0,684,Mexican
260,Taqueria Los Coyotes,94103,"San Francisco County, California",4.0,777,Mexican
261,Colibri Mexican Bistro,94102,"San Francisco County, California",4.0,1957,Mexican
262,Nick's Crispy Tacos,94109,"San Francisco County, California",4.0,3052,Mexican
263,Californios,94110,"San Francisco County, California",4.5,224,Mexican
264,La Corneta Taqueria,94131,"San Francisco County, California",4.0,1005,Mexican
265,Cala,94102,"San Francisco County, California",3.5,313,Mexican
266,La Oaxaqueña,94110,"San Francisco County, California",4.0,478,Mexican
267,Mestiza Taqueria,94107,"San Francisco County, California",4.0,102,Mexican
268,HRD,94107,"San Francisco County, California",4.0,2253,Mexican
269,Taqueria el Buen Sabor,94110,"San Francisco County, California",4.0,522,Mexican
270,Primavera,94111,"San Francisco County, California",4.5,201,Mexican
271,Azucar Lounge,94103,"San Francisco County, California",4.0,572,Mexican
272,Olivo's,94109,"San Francisco County, California",4.0,307,Mexican
273,Chino's Taqueria,94121,"San Francisco County, California",4.0,407,Mexican
274,Los Hermanos Taqueria,94109,"San Francisco County, California",3.5,200,Mexican
275,Tacolicious,94123,"San Francisco County, California",3.5,1444,Mexican
276,Don Pistos Tequila Bar,94123,"San Francisco County, California",4.5,106,Mexican
277,The Taco Shop At Underdog's,94122,"San Francisco County, California",4.0,1646,Mexican
278,Garajito,94103,"San Francisco County, California",4.5,84,Mexican
279,Panzon,94105,"San Francisco County, California",4.0,67,Mexican
280,Tia Margarita Mexican Restaurant,94121,"San Francisco County, California",3.5,578,Mexican
281,La Corneta Taqueria,94110,"San Francisco County, California",4.0,539,Mexican
282,Papi's,94109,"San Francisco County, California",5.0,8,Mexican
283,Poc-Chuc,94103,"San Francisco County, California",4.0,492,Mexican
284,Tacos Club,94114,"San Francisco County, California",4.0,209,Mexican
285,Tlaloc Sabor Mexicano,94111,"San Francisco County, California",3.5,608,Mexican
286,CHICA,94111,"San Francisco County, California",4.0,41,Mexican
287,El Burrito Express,94116,"San Francisco County, California",3.5,761,Mexican
288,Puerto Alegre,94110,"San Francisco County, California",3.5,1002,Mexican
289,Los Yaquis,94103,"San Francisco County, California",4.0,206,Mexican
290,Taqueria El Castillito Star,94102,"San Francisco County, California",4.0,208,Mexican
291,Rosa Mexicano,94105,"San Francisco County, California",3.0,554,Mexican
292,Papalote Mexican Grill,94117,"San Francisco County, California",3.5,1276,Mexican
293,Tacolicious,94110,"San Francisco County, California",3.5,1232,Mexican
294,Mezcalito,94109,"San Francisco County, California",3.5,210,Mexican
295,Uno Dos Tacos,94105,"San Francisco County, California",4.0,534,Mexican
296,Pancho's Salsa Bar & Grill,94109,"San Francisco County, California",3.5,370,Mexican
297,Mosto,94110,"San Francisco County, California",4.0,227,Mexican
298,Cinco De Mayo Taqueria,94134,"San Francisco County, California",4.0,162,Mexican
299,Doña Mago,94103,"San Francisco County, California",4.0,33,Mexican
300,Bonita Taqueria Y Rotisserie,94123,"San Francisco County, California",3.5,233,Mexican
301,Celia's by the Beach,94122,"San Francisco County, California",3.5,307,Mexican
302,Taqueria Guadalajara,94110,"San Francisco County, California",4.0,250,Mexican
303,La Espiga De Oro,94110,"San Francisco County, California",4.5,142,Mexican
304,Salpicon,94103,"San Francisco County, California",5.0,6,Mexican
305,Tacos Cala,94102,"San Francisco County, California",4.0,35,Mexican
306,La Canasta,94123,"San Francisco County, California",3.5,292,Mexican
307,Taco Los Altos,94110,"San Francisco County, California",3.5,210,Mexican
308,El Farolito,94110,"San Francisco County, California",4.0,742,Mexican
309,El Castillito,94102,"San Francisco County, California",4.5,10,Mexican
310,Rincón Nayarit,94110,"San Francisco County, California",4.5,56,Mexican
311,Orale Orale,94111,"San Francisco County, California",3.5,527,Mexican
312,Bayshore Taqueria,94124,"San Francisco County, California",4.5,183,Mexican
313,Arguello,94129,"San Francisco County, California",3.0,247,Mexican
314,Pancho's Salsa Bar & Grill,94118,"San Francisco County, California",3.0,396,Mexican
315,Los Hermanos Mexican Food,94123,"San Francisco County, California",3.5,268,Mexican
316,Mexico au Parc,94107,"San Francisco County, California",3.5,329,Mexican
317,TacoBar,94115,"San Francisco County, California",3.0,588,Mexican
318,Tres Tequila Lounge & Mexican Kitchen,94107,"San Francisco County, California",3.0,1546,Mexican
319,Taqueria Cancun,94103,"San Francisco County, California",3.5,371,Mexican
320,La Playa Taqueria,94122,"San Francisco County, California",3.0,330,Mexican
321,Casa Mexicana,94114,"San Francisco County, California",3.5,216,Mexican
322,Chico's Grill,94110,"San Francisco County, California",4.0,94,Mexican
323,El Rancho Grande,94117,"San Francisco County, California",3.5,88,Mexican
324,Don Ramon's,94103,"San Francisco County, California",3.5,361,Mexican
325,Los Reyes Restaurant,94134,"San Francisco County, California",4.5,31,Mexican
326,Casa Mexicana II,94114,"San Francisco County, California",3.0,249,Mexican
327,Taqueria Gonzalez,94134,"San Francisco County, California",3.5,17,Mexican
328,El Super Burrito,94109,"San Francisco County, California",3.0,300,Mexican
329,Gordo Taqueria,94122,"San Francisco County, California",3.5,614,Mexican
330,Dos Piñas,94103,"San Francisco County, California",3.5,564,Mexican
331,El Tomate Restaurant,94110,"San Francisco County, California",4.0,73,Mexican
332,The Little Chihuahua,94114,"San Francisco County, California",3.5,333,Mexican
333,Regalito Rosticeria,94110,"San Francisco County, California",3.5,641,Mexican
334,Tortas Boos Voni,94112,"San Francisco County, California",4.5,111,Mexican
335,Caramba,94105,"San Francisco County, California",3.5,327,Mexican
336,Victor's,94107,"San Francisco County, California",3.5,298,Mexican
337,La Fonda,94122,"San Francisco County, California",3.0,382,Mexican
338,Los Panchos,94110,"San Francisco County, California",4.0,275,Mexican
339,Cadillac Bar & Grill,94103,"San Francisco County, California",3.5,236,Mexican
340,Taqueria Cazadores,94103,"San Francisco County, California",4.0,137,Mexican
341,Taqueria El Buen Sabor no.2,94134,"San Francisco County, California",4.0,20,Mexican
342,Tortas Los Picudos,94110,"San Francisco County, California",4.5,254,Mexican
343,Mijita,94111,"San Francisco County, California",2.5,781,Mexican
344,El Azteca Taqueria,94124,"San Francisco County, California",3.5,69,Mexican
345,La Tortilla,94114,"San Francisco County, California",2.5,283,Mexican
346,El Tesoro Taqueria & Grill,94102,"San Francisco County, California",3.5,176,Mexican
347,Cantina Verde,94111,"San Francisco County, California",3.5,227,Mexican
348,La Laguna Taqueria,94124,"San Francisco County, California",4.0,106,Mexican
349,Pasilla Mexican Grill,94108,"San Francisco County, California",3.5,237,Mexican
350,The City Taqueria,94115,"San Francisco County, California",3.5,281,Mexican
351,Taqueria Zorro,94133,"San Francisco County, California",3.5,365,Mexican
352,Altena Restaurant,94110,"San Francisco County, California",3.5,60,Mexican
353,Taqueria Cancún,94110,"San Francisco County, California",4.0,1928,Mexican
354,Tacolicious,94133,"San Francisco County, California",3.5,402,Mexican
355,El Buen Comer,94114,"San Francisco County, California",5.0,18,Mexican
356,El Tepa Taqueria,94110,"San Francisco County, California",4.0,118,Mexican
357,Taqueria San Francisco,94110,"San Francisco County, California",4.0,220,Mexican
358,Taqueria Dos Amigos,94103,"San Francisco County, California",3.5,170,Mexican
359,Taqueria Castillo B,94102,"San Francisco County, California",3.5,139,Mexican
360,Burrito Loco,94127,"San Francisco County, California",3.0,101,Mexican
361,Roosevelt Tamale Parlor,94110,"San Francisco County, California",4.0,391,Mexican
362,Chava's Restaurant,94110,"San Francisco County, California",4.0,165,Mexican
363,Martita's Kitchen,94124,"San Francisco County, California",4.0,29,Mexican
364,The Little Chihuahua,94110,"San Francisco County, California",3.5,182,Mexican
365,El Sol Taqueria,94102,"San Francisco County, California",3.5,168,Mexican
366,Tio Chilo's Grill,94110,"San Francisco County, California",4.0,46,Mexican
367,Taqueria El Jalapeno,94105,"San Francisco County, California",3.5,122,Mexican
368,Panchita's Restaurant No 2,94103,"San Francisco County, California",4.0,563,Mexican
369,The Iron Cactus,94107,"San Francisco County, California",2.5,477,Mexican
370,La Alteña Taqueria,94110,"San Francisco County, California",4.5,5,Mexican
371,Estrella Taqueria,94117,"San Francisco County, California",2.5,159,Mexican
372,Sabrosa,94123,"San Francisco County, California",3.0,337,Mexican
373,El Pollo Supremo,94112,"San Francisco County, California",4.0,202,Mexican
374,La Quinta Restaurant,94110,"San Francisco County, California",4.0,93,Mexican
375,Taqueria Mana,94108,"San Francisco County, California",3.5,256,Mexican
376,Taqueria El Castillito,94110,"San Francisco County, California",3.5,175,Mexican
377,Bar San Pancho,94103,"San Francisco County, California",3.5,72,Mexican
378,La Santaneca De La Mission,94110,"San Francisco County, California",4.0,317,Mexican
379,Rincon Latino,94112,"San Francisco County, California",4.0,25,Mexican
380,El Huarache Loco,94110,"San Francisco County, California",4.0,71,Mexican
381,Familia Lopez Cafe,94103,"San Francisco County, California",4.5,10,Mexican
382,San Pancho's Tacos,94124,"San Francisco County, California",5.0,45,Mexican
383,El Gran Taco Loco,94112,"San Francisco County, California",4.0,53,Mexican
384,Yucatasia,94110,"San Francisco County, California",4.0,59,Mexican
385,El Capitan Taqueria,94103,"San Francisco County, California",3.5,63,Mexican
386,Zona Rosa,94117,"San Francisco County, California",3.5,283,Mexican
387,La Torta Gorda,94110,"San Francisco County, California",4.0,263,Mexican
388,El Taco Loco The Original,94110,"San Francisco County, California",4.0,111,Mexican
389,Don Chuys Mexi-Mercado,94112,"San Francisco County, California",4.5,59,Mexican
390,Tacos El Primo,94124,"San Francisco County, California",4.5,43,Mexican
391,Una Mas Mexican Grill,94105,"San Francisco County, California",3.0,1,Mexican
392,Los Poblanos,94103,"San Francisco County, California",4.0,6,Mexican
393,Rubio's,94111,"San Francisco County, California",3.5,213,Mexican
394,Nena's Restaurant,94110,"San Francisco County, California",3.5,45,Mexican
