,name,zipcode,county_string,rating,review_count,category
595,Hunan House,94108,"San Francisco County, California",3.5,155,Chinese
596,Asia Chinese Food,94133,"San Francisco County, California",3.5,34,Chinese
597,Fang Yuan Kitchen,94132,"San Francisco County, California",2.5,39,Chinese
598,Oriental Seafood Restaurant,94122,"San Francisco County, California",3.0,141,Chinese
599,IPOT,94122,"San Francisco County, California",4.0,627,Chinese
600,China North Dumpling,94122,"San Francisco County, California",3.5,151,Chinese
601,Garden Restaurant,94108,"San Francisco County, California",3.5,173,Chinese
602,Tsing's Chinese Restaurant,94127,"San Francisco County, California",3.0,94,Chinese
603,Szechuan Taste,94116,"San Francisco County, California",3.0,162,Chinese
604,Kam Lok Restaurant,94108,"San Francisco County, California",3.5,122,Chinese
605,Mini Cafe,94103,"San Francisco County, California",4.0,49,Chinese
606,Hong Kong BBQ,94134,"San Francisco County, California",3.0,28,Chinese
607,Henry's Hunan Restaurant,94111,"San Francisco County, California",3.5,268,Chinese
608,New King Lee's Chinese,94115,"San Francisco County, California",3.0,127,Chinese
609,77 Chinese & Hawaii BBQ,94111,"San Francisco County, California",3.0,171,Chinese
610,China Fun Express,94108,"San Francisco County, California",3.0,152,Chinese
611,Emperor's Kitchen,94102,"San Francisco County, California",3.0,57,Chinese
612,Oriental Restaurant,94103,"San Francisco County, California",3.0,62,Chinese
613,Hong Kee & Kim,94111,"San Francisco County, California",3.0,173,Chinese
614,Enjoy Vegetarian Restaurant,94108,"San Francisco County, California",4.0,445,Chinese
615,Red A Bakery,94118,"San Francisco County, California",4.0,166,Chinese
616,Brandy Ho's,94133,"San Francisco County, California",3.5,520,Chinese
617,Wok This Way,94118,"San Francisco County, California",3.5,72,Chinese
618,Young's Cafe,94108,"San Francisco County, California",3.5,103,Chinese
619,Tuyet Mai,94109,"San Francisco County, California",4.0,239,Chinese
620,The Pot's,94122,"San Francisco County, California",4.0,621,Chinese
621,Lucky Creation Vegetarian Restaurant,94108,"San Francisco County, California",4.0,446,Chinese
622,My Pot,94116,"San Francisco County, California",4.0,76,Chinese
623,Fiery Hot Pot Buffet,94116,"San Francisco County, California",4.0,178,Chinese
624,Smoky Man,94122,"San Francisco County, California",3.5,22,Chinese
625,Chef Hung's,94108,"San Francisco County, California",3.0,130,Chinese
626,China Express,94110,"San Francisco County, California",3.5,8,Chinese
627,Smile House Cafe,94116,"San Francisco County, California",2.5,524,Chinese
628,Ming's Fong Lam,94110,"San Francisco County, California",3.0,25,Chinese
629,Golden Chariot Bakery & Restaurant,94121,"San Francisco County, California",3.5,81,Chinese
630,San Sun,94108,"San Francisco County, California",3.5,176,Chinese
631,Far East Cafe,94108,"San Francisco County, California",3.0,409,Chinese
632,Menkee Wonton,94122,"San Francisco County, California",3.0,156,Chinese
633,Lee's Deli,94105,"San Francisco County, California",3.0,131,Chinese
634,Lee's Deli,94107,"San Francisco County, California",3.0,150,Chinese
635,Wing Lee,94118,"San Francisco County, California",3.5,83,Chinese
636,Mission Noodle House,94112,"San Francisco County, California",3.5,83,Chinese
637,The Spicy Shrimp,94108,"San Francisco County, California",3.5,77,Chinese
638,Chinese Food & Donuts,94110,"San Francisco County, California",2.5,23,Chinese
639,Hot Duck,94121,"San Francisco County, California",3.0,12,Chinese
640,Hui Lau Shan,94118,"San Francisco County, California",4.0,1,Chinese
641,Lee's Deli,94111,"San Francisco County, California",3.5,101,Chinese
642,Edsel Ford Fong,94103,"San Francisco County, California",3.5,12,Chinese
643,Gourmet Kitchen,94108,"San Francisco County, California",3.5,61,Chinese
644,Giant Scoop Cafe,94134,"San Francisco County, California",4.0,15,Chinese
645,Chinatown,94108,"San Francisco County, California",4.0,10,Chinese
646,Ho King Grill,94103,"San Francisco County, California",3.5,13,Chinese
647,Big C's Chinese,94109,"San Francisco County, California",5.0,1,Chinese
648,Sun Sang Market,94108,"San Francisco County, California",3.5,11,Chinese
649,Lychee Cafe,94122,"San Francisco County, California",3.0,74,Chinese
650,Snow Garden,94108,"San Francisco County, California",3.0,117,Chinese
651,HD Rice Noodle,94122,"San Francisco County, California",3.5,52,Chinese
652,Gourmet Delight,94108,"San Francisco County, California",3.5,52,Chinese
653,Chung Chou City,94108,"San Francisco County, California",3.5,6,Chinese
654,Joy Hing Bar-B-Que Noodle,94108,"San Francisco County, California",3.5,97,Chinese
655,Lee's Deli,94105,"San Francisco County, California",3.0,170,Chinese
656,Tsing Tao Restaurant,94127,"San Francisco County, California",2.5,42,Chinese
657,Duk Hing Chinese Deli & Meat,94133,"San Francisco County, California",3.5,17,Chinese
658,iNoodle,94132,"San Francisco County, California",3.0,21,Chinese
659,Inga Donut,94109,"San Francisco County, California",3.0,35,Chinese
660,Golden Wok,94132,"San Francisco County, California",2.0,134,Chinese
661,Chef Ming,94132,"San Francisco County, California",2.5,77,Chinese
662,Guang Zhou King & King Sausage,94108,"San Francisco County, California",4.0,2,Chinese
663,China Express Deli,94110,"San Francisco County, California",2.0,19,Chinese
664,Panda Express,94115,"San Francisco County, California",3.0,91,Chinese
665,100% Sweet Cafe,94121,"San Francisco County, California",3.0,511,Chinese
666,Golden Dragon Restaurant,94108,"San Francisco County, California",3.5,5,Chinese
667,E & M Cafe,94102,"San Francisco County, California",4.0,4,Chinese
668,Gold Corner Cafe,94124,"San Francisco County, California",2.5,14,Chinese
669,Mango Medley,94122,"San Francisco County, California",3.0,389,Chinese
670,New Regent Cafe,94133,"San Francisco County, California",3.5,50,Chinese
671,Lee's Deli,94105,"San Francisco County, California",3.0,110,Chinese
672,Cathay House,94108,"San Francisco County, California",2.0,290,Chinese
673,Lee's Deli,94104,"San Francisco County, California",3.0,157,Chinese
674,Aloha BBQ,94112,"San Francisco County, California",3.0,98,Chinese
675,Three Star Restaurant,94122,"San Francisco County, California",3.0,32,Chinese
676,Lee's Deli,94111,"San Francisco County, California",3.0,55,Chinese
677,DNM Hot Pot,94118,"San Francisco County, California",5.0,5,Chinese
678,Panda Express,94103,"San Francisco County, California",3.0,145,Chinese
679,Asia Express,94132,"San Francisco County, California",2.5,46,Chinese
680,A-1 Restaurant,94108,"San Francisco County, California",2.5,77,Chinese
681,Kim Wong Keltner,94101,"San Francisco County, California",4.0,1,Chinese
682,Tan's Cafe III,94133,"San Francisco County, California",2.5,18,Chinese
683,Chinatown Restaurant,94108,"San Francisco County, California",2.0,635,Chinese
684,Lee's Deli,94105,"San Francisco County, California",3.0,51,Chinese
685,Green Bamboo,94122,"San Francisco County, California",3.0,154,Chinese
686,Rice Garden,94132,"San Francisco County, California",3.0,42,Chinese
687,Wayfare Tavern,94111,"San Francisco County, California",4.0,3462,American (Traditional)
688,Chow,94114,"San Francisco County, California",4.0,1862,American (Traditional)
689,Eat Americana,94121,"San Francisco County, California",4.5,165,American (Traditional)
690,Mac Daddy,94107,"San Francisco County, California",4.0,366,American (Traditional)
691,Little Griddle,94102,"San Francisco County, California",4.5,5,American (Traditional)
692,Miller's Rest,94109,"San Francisco County, California",4.5,90,American (Traditional)
693,Bullshead Restaurant,94127,"San Francisco County, California",4.0,743,American (Traditional)
694,Howells,94123,"San Francisco County, California",4.5,6,American (Traditional)
695,Stuffed,94110,"San Francisco County, California",4.0,210,American (Traditional)
696,Bandit,94102,"San Francisco County, California",4.5,163,American (Traditional)
697,Counter Offer,94110,"San Francisco County, California",4.5,22,American (Traditional)
698,Crown & Acre ​,94111,"San Francisco County, California",4.5,87,American (Traditional)
699,Tommy's Joynt,94109,"San Francisco County, California",4.0,2593,American (Traditional)
700,Tadich Grill,94111,"San Francisco County, California",4.0,2068,American (Traditional)
701,Sweet Maple,94115,"San Francisco County, California",4.0,2816,American (Traditional)
702,Blue Plate,94110,"San Francisco County, California",4.0,1292,American (Traditional)
703,Parkside Tavern,94116,"San Francisco County, California",4.0,497,American (Traditional)
704,The Brick Yard,94123,"San Francisco County, California",3.5,514,American (Traditional)
705,Hamburger Mary's,94114,"San Francisco County, California",3.5,26,American (Traditional)
706,Mo's Grill,94133,"San Francisco County, California",4.0,768,American (Traditional)
707,Hopwater Distribution,94108,"San Francisco County, California",4.5,612,American (Traditional)
708,Marengo On the Alley,94111,"San Francisco County, California",4.0,103,American (Traditional)
709,White Horse Tavern & Restaurant,94102,"San Francisco County, California",4.0,248,American (Traditional)
710,Lafayette Coffee Shop,94109,"San Francisco County, California",4.0,31,American (Traditional)
711,Dottie's True Blue Cafe,94103,"San Francisco County, California",4.0,3847,American (Traditional)
712,BIX,94133,"San Francisco County, California",4.0,1650,American (Traditional)
713,Delancey Street Restaurant,94107,"San Francisco County, California",4.0,1425,American (Traditional)
714,Hops & Hominy,94108,"San Francisco County, California",4.0,1764,American (Traditional)
715,High Treason,94118,"San Francisco County, California",4.5,106,American (Traditional)
716,The Richfield,94118,"San Francisco County, California",4.5,131,American (Traditional)
717,Art's Cafe,94122,"San Francisco County, California",4.0,1010,American (Traditional)
718,Rocco's Café,94103,"San Francisco County, California",4.0,806,American (Traditional)
719,The Treasury,94104,"San Francisco County, California",4.0,123,American (Traditional)
720,Sam's,94133,"San Francisco County, California",4.0,531,American (Traditional)
721,Hollow Cow,94123,"San Francisco County, California",3.5,123,American (Traditional)
722,The Boardroom,94133,"San Francisco County, California",4.0,391,American (Traditional)
723,Old Skool Cafe,94124,"San Francisco County, California",4.5,448,American (Traditional)
724,Buckhorn Grill,94105,"San Francisco County, California",4.0,12,American (Traditional)
725,Sauce - Belden,94104,"San Francisco County, California",4.0,583,American (Traditional)
726,The Dark Horse Inn,94112,"San Francisco County, California",4.5,274,American (Traditional)
727,The Douglas Room,94102,"San Francisco County, California",4.5,60,American (Traditional)
728,Grill,94105,"San Francisco County, California",3.5,5,American (Traditional)
729,Calibur,94127,"San Francisco County, California",4.0,282,American (Traditional)
730,Grumpy's American Pub,94111,"San Francisco County, California",4.0,315,American (Traditional)
731,Barrel Head Brewhouse,94117,"San Francisco County, California",4.0,458,American (Traditional)
732,Daily Grill,94102,"San Francisco County, California",3.5,1027,American (Traditional)
733,Phlox Commons,94109,"San Francisco County, California",4.5,60,American (Traditional)
734,Perrys Restaurant,94123,"San Francisco County, California",4.5,5,American (Traditional)
735,Tempest,94103,"San Francisco County, California",4.0,637,American (Traditional)
736,The Dorian,94123,"San Francisco County, California",4.0,329,American (Traditional)
737,NoVY Restaurant,94114,"San Francisco County, California",4.0,321,American (Traditional)
738,Redford,94102,"San Francisco County, California",4.0,410,American (Traditional)
739,New Village Cafe,94109,"San Francisco County, California",4.0,387,American (Traditional)
740,Howard's Cafe,94122,"San Francisco County, California",3.5,428,American (Traditional)
741,Louie's Bar,94105,"San Francisco County, California",4.0,371,American (Traditional)
742,1428 HAIGHT Patio Cafe & Crepery,94117,"San Francisco County, California",4.0,280,American (Traditional)
743,The Stinking Rose,94133,"San Francisco County, California",3.5,3490,American (Traditional)
744,Culinary Cafeteria,94112,"San Francisco County, California",4.5,28,American (Traditional)
745,The Mayflower Restaurant,94112,"San Francisco County, California",4.0,141,American (Traditional)
746,Jenny's Burgers,94122,"San Francisco County, California",4.0,523,American (Traditional)
747,Overtime Sports Bar & Restaurant,94118,"San Francisco County, California",4.5,110,American (Traditional)
748,Local Tap,94107,"San Francisco County, California",4.0,139,American (Traditional)
749,West of Pecos,94110,"San Francisco County, California",4.0,788,American (Traditional)
750,The American Grilled Cheese Kitchen,94111,"San Francisco County, California",4.0,102,American (Traditional)
751,Presidio Golf Club Dining Room,94118,"San Francisco County, California",4.5,11,American (Traditional)
752,Marengo,94123,"San Francisco County, California",4.0,298,American (Traditional)
753,Martita's Kitchen,94124,"San Francisco County, California",4.0,29,American (Traditional)
754,Under Dog Sports Bar & Grill,94122,"San Francisco County, California",4.5,5,American (Traditional)
755,Guckenheimer Cafe,94104,"San Francisco County, California",4.5,7,American (Traditional)
756,Breakfast at Tiffany's,94134,"San Francisco County, California",4.0,709,American (Traditional)
757,Sunset Reservoir Brewing Company,94122,"San Francisco County, California",3.5,494,American (Traditional)
758,Beachside Coffee Bar & Kitchen,94122,"San Francisco County, California",4.0,701,American (Traditional)
759,Steins,94118,"San Francisco County, California",4.0,207,American (Traditional)
760,The Cypress Grill,94132,"San Francisco County, California",3.5,76,American (Traditional)
761,Harvey's,94114,"San Francisco County, California",3.5,719,American (Traditional)
762,Moulin Rouge Restaurant,94109,"San Francisco County, California",4.0,534,American (Traditional)
763,Sea Breeze Restaurant,94122,"San Francisco County, California",3.5,420,American (Traditional)
764,Spinnerie,94109,"San Francisco County, California",3.5,422,American (Traditional)
765,Tennessee Grill,94116,"San Francisco County, California",3.5,375,American (Traditional)
766,Waterfront Restaurant,94111,"San Francisco County, California",3.0,997,American (Traditional)
767,The Pub at Ghirardelli Square,94109,"San Francisco County, California",3.5,769,American (Traditional)
768,Spruce,94118,"San Francisco County, California",4.0,1725,American (Traditional)
769,Sears Fine Food,94102,"San Francisco County, California",3.5,1712,American (Traditional)
770,Pluto's,94122,"San Francisco County, California",4.0,1089,American (Traditional)
771,Dobbs Ferry Restaurant,94102,"San Francisco County, California",4.0,509,American (Traditional)
772,Stacks,94102,"San Francisco County, California",3.5,1504,American (Traditional)
773,Bender's Bar and Grill,94110,"San Francisco County, California",4.0,417,American (Traditional)
774,Underground Grill King,94122,"San Francisco County, California",3.5,8,American (Traditional)
775,50 on Eight Restaurant & Lounge,94103,"San Francisco County, California",4.5,3,American (Traditional)
776,Rumors,94103,"San Francisco County, California",4.0,241,American (Traditional)
777,Smokin' Warehouse Barbecue - Sacramento Street,94118,"San Francisco County, California",3.5,34,American (Traditional)
778,Cable Car Cafe,94108,"San Francisco County, California",3.5,224,American (Traditional)
779,House of Prime Rib,94109,"San Francisco County, California",4.0,6196,American (Traditional)
780,Just For You Cafe,94107,"San Francisco County, California",4.0,1302,American (Traditional)
781,Front Door Cafe,94111,"San Francisco County, California",4.0,255,American (Traditional)
782,Whispers Bar & Grill,94105,"San Francisco County, California",4.0,23,American (Traditional)
783,AT&T Park Bratwurst Cart,94107,"San Francisco County, California",4.5,5,American (Traditional)
784,The Salad Place,94112,"San Francisco County, California",4.5,183,American (Traditional)
785,Pat's Cafe,94133,"San Francisco County, California",4.0,583,American (Traditional)
786,Wipeout Bar & Grill,94133,"San Francisco County, California",3.5,1063,American (Traditional)
787,Elmira Rosticceria,94102,"San Francisco County, California",4.0,238,American (Traditional)
788,Fly Bar,94117,"San Francisco County, California",4.0,721,American (Traditional)
789,Ted's Sports Bar & Grill,94103,"San Francisco County, California",4.0,149,American (Traditional)
790,Hall Of Flame Burgers,94132,"San Francisco County, California",4.0,487,American (Traditional)
791,Unicorn Precinct XIII,94110,"San Francisco County, California",5.0,1,American (Traditional)
792,Grumpy Cafe,94124,"San Francisco County, California",4.0,21,American (Traditional)
793,The American Grilled Cheese Kitchen,94107,"San Francisco County, California",4.0,1410,American (Traditional)
794,Smokin' Warehouse Barbecue,94124,"San Francisco County, California",4.0,141,American (Traditional)
795,Roosevelt Tamale Parlor,94110,"San Francisco County, California",4.0,391,American (Traditional)
796,New Lun Ting Cafe,94133,"San Francisco County, California",4.0,272,American (Traditional)
797,Buster's Cheesesteak,94133,"San Francisco County, California",4.0,696,American (Traditional)
798,Fat Face,94123,"San Francisco County, California",4.0,15,American (Traditional)
799,211 plaza cafe,94105,"San Francisco County, California",5.0,1,American (Traditional)
800,Slice House By Tony Gemignani,94117,"San Francisco County, California",4.0,157,American (Traditional)
801,Palmer's,94115,"San Francisco County, California",3.5,209,American (Traditional)
802,Double Play Bar & Grill,94103,"San Francisco County, California",4.0,117,American (Traditional)
803,K+O Kitchen,94107,"San Francisco County, California",3.5,3,American (Traditional)
804,Proper Food,94105,"San Francisco County, California",3.5,27,American (Traditional)
805,Jay'n Bee Club,94110,"San Francisco County, California",4.0,186,American (Traditional)
806,The Revolution Cafe,94110,"San Francisco County, California",4.0,502,American (Traditional)
807,Monterey Deli,94127,"San Francisco County, California",4.5,99,American (Traditional)
808,Alcatraz Landing Cafe,94133,"San Francisco County, California",2.0,77,American (Traditional)
809,The Ice Cream Bar,94117,"San Francisco County, California",4.0,1213,American (Traditional)
810,SAM's Diner,94102,"San Francisco County, California",3.5,559,American (Traditional)
811,The Board,94103,"San Francisco County, California",4.0,25,American (Traditional)
812,Sausage Pop Up,94110,"San Francisco County, California",4.0,1,American (Traditional)
813,Wok-In Cafeteria,94124,"San Francisco County, California",4.0,41,American (Traditional)
814,Buckhorn Grill,94103,"San Francisco County, California",3.5,8,American (Traditional)
815,St Francis Fountain,94110,"San Francisco County, California",4.0,1110,American (Traditional)
816,3rd Street Grill,94107,"San Francisco County, California",3.5,136,American (Traditional)
817,Eats,94118,"San Francisco County, California",4.0,926,American (Traditional)
818,Mocha's Cafe & Grill,94102,"San Francisco County, California",3.5,33,American (Traditional)
819,The Pin Up All-Star Diner,94107,"San Francisco County, California",3.5,35,American (Traditional)
820,MunchBoxx,94111,"San Francisco County, California",4.0,268,American (Traditional)
821,Coin-Op Game Room,94107,"San Francisco County, California",4.5,347,American (Traditional)
822,Mint Greenhouse Eatery,94102,"San Francisco County, California",3.5,5,American (Traditional)
823,Grubstake,94109,"San Francisco County, California",3.5,1013,American (Traditional)
824,Wolfes Lunch,94107,"San Francisco County, California",3.5,96,American (Traditional)
825,The Beach Chalet Brewery & Restaurant,94121,"San Francisco County, California",3.0,2362,American (Traditional)
826,Chestnut Diner,94123,"San Francisco County, California",3.5,106,American (Traditional)
827,Tap415,94103,"San Francisco County, California",3.5,367,American (Traditional)
828,Java House,94107,"San Francisco County, California",3.5,134,American (Traditional)
829,Bistro Gambrinus,94117,"San Francisco County, California",4.0,283,American (Traditional)
830,Brickhouse Cafe,94107,"San Francisco County, California",3.5,1093,American (Traditional)
831,Buckhorn Grill,94103,"San Francisco County, California",3.5,304,American (Traditional)
832,Letterman Digital Arts Center Dining Commons,94129,"San Francisco County, California",3.5,8,American (Traditional)
833,Dan's Joynt,94110,"San Francisco County, California",4.0,1,American (Traditional)
834,The Old Clam House,94124,"San Francisco County, California",3.5,694,American (Traditional)
835,Baby Blues BBQ,94110,"San Francisco County, California",3.5,1011,American (Traditional)
836,Seal Rock Inn Restaurant,94121,"San Francisco County, California",3.5,6,American (Traditional)
837,Marlowe,94107,"San Francisco County, California",4.0,2364,American (New)
838,Stones Throw,94109,"San Francisco County, California",4.5,805,American (New)
839,State Bird Provisions,94115,"San Francisco County, California",4.0,2342,American (New)
840,Nopa,94117,"San Francisco County, California",4.0,4653,American (New)
841,Frances,94114,"San Francisco County, California",4.5,1381,American (New)
842,Split,94109,"San Francisco County, California",3.5,135,American (New)
843,Sorrel,94107,"San Francisco County, California",4.5,59,American (New)
844,20 Spot,94110,"San Francisco County, California",4.5,215,American (New)
845,Per Diem,94104,"San Francisco County, California",4.0,612,American (New)
846,3rd Cousin,94110,"San Francisco County, California",4.0,159,American (New)
847,Liholiho Yacht Club,94109,"San Francisco County, California",4.5,1677,American (New)
848,Prospect,94105,"San Francisco County, California",4.0,1434,American (New)
849,Causwells,94123,"San Francisco County, California",4.0,591,American (New)
850,The Morris,94110,"San Francisco County, California",4.5,143,American (New)
851,Hoffmann's Grill & Rotisserie,94110,"San Francisco County, California",4.5,188,American (New)
852,True Laurel,94110,"San Francisco County, California",4.5,62,American (New)
853,Cassava,94121,"San Francisco County, California",4.0,714,American (New)
854,Corridor Restaurant,94102,"San Francisco County, California",4.0,246,American (New)
855,1760,94109,"San Francisco County, California",4.0,643,American (New)
856,Gibson,94102,"San Francisco County, California",4.0,75,American (New)
857,Serpentine,94107,"San Francisco County, California",4.0,1408,American (New)
858,Heritage Restaurant & Bar,94118,"San Francisco County, California",4.0,60,American (New)
859,Commonwealth,94110,"San Francisco County, California",4.0,955,American (New)
860,Frascati,94109,"San Francisco County, California",4.5,1115,American (New)
861,Maven,94117,"San Francisco County, California",4.0,624,American (New)
862,Bodega,94133,"San Francisco County, California",4.5,132,American (New)
863,Trestle,94133,"San Francisco County, California",4.5,651,American (New)
864,Horsefeather,94117,"San Francisco County, California",4.0,154,American (New)
865,Kitchen Story,94114,"San Francisco County, California",4.0,2363,American (New)
866,Twenty Five Lusk,94107,"San Francisco County, California",4.0,1286,American (New)
867,Botellón,94114,"San Francisco County, California",4.5,55,American (New)
868,Homage,94108,"San Francisco County, California",4.0,201,American (New)
869,The Richmond,94118,"San Francisco County, California",4.5,627,American (New)
870,Son's Addition,94110,"San Francisco County, California",4.5,98,American (New)
871,Park Tavern,94133,"San Francisco County, California",4.0,1413,American (New)
872,Lazy Bear,94110,"San Francisco County, California",4.5,455,American (New)
873,Urban Tavern,94102,"San Francisco County, California",4.0,107,American (New)
874,Rambler,94102,"San Francisco County, California",3.5,328,American (New)
875,Octavia,94109,"San Francisco County, California",4.0,399,American (New)
876,Aster,94110,"San Francisco County, California",4.0,333,American (New)
877,Straw,94102,"San Francisco County, California",4.0,1569,American (New)
878,The Vista Room,94132,"San Francisco County, California",4.5,47,American (New)
879,Split,94103,"San Francisco County, California",3.5,474,American (New)
880,Mixt Rover,94111,"San Francisco County, California",4.0,8,American (New)
881,Sugarhill Kitchen,94123,"San Francisco County, California",4.5,44,American (New)
882,Street Restaurant,94109,"San Francisco County, California",4.0,597,American (New)
883,The Progress,94115,"San Francisco County, California",4.0,664,American (New)
884,Sons & Daughters,94108,"San Francisco County, California",4.0,618,American (New)
885,Benu,94105,"San Francisco County, California",4.5,922,American (New)
886,Surisan,94133,"San Francisco County, California",4.5,611,American (New)
887,ABV,94103,"San Francisco County, California",4.0,470,American (New)
888,Outerlands,94122,"San Francisco County, California",3.5,2057,American (New)
889,Rich Table,94102,"San Francisco County, California",4.0,960,American (New)
890,Mo'z Cafe,94103,"San Francisco County, California",3.5,428,American (New)
891,Union Larder,94109,"San Francisco County, California",4.0,114,American (New)
892,Keeva Indian Kitchen,94118,"San Francisco County, California",4.5,252,Indian
893,Pakwan Restaurant - 16th Street,94103,"San Francisco County, California",4.0,1586,Indian
894,Tara Indian Cuisine,94114,"San Francisco County, California",4.5,226,Indian
895,Lotus SF,94110,"San Francisco County, California",4.5,42,Indian
896,DOSA on Valencia,94110,"San Francisco County, California",4.0,2135,Indian
897,Curry Leaf,94133,"San Francisco County, California",4.5,469,Indian
898,A Desi Cafe,94122,"San Francisco County, California",4.5,215,Indian
899,Tilak,94110,"San Francisco County, California",4.5,68,Indian
900,Udupi Palace,94110,"San Francisco County, California",4.0,1188,Indian
901,Om Indian Cuisine,94117,"San Francisco County, California",4.5,208,Indian
902,Aslam's Rasoi,94110,"San Francisco County, California",4.0,836,Indian
903,North India Restaurant,94105,"San Francisco County, California",4.0,1013,Indian
904,Dakshin,94109,"San Francisco County, California",4.0,185,Indian
905,Raavi,94103,"San Francisco County, California",4.5,51,Indian
906,Pakwan Restaurant,94112,"San Francisco County, California",4.5,175,Indian
907,Indian Paradox,94117,"San Francisco County, California",4.5,111,Indian
908,Royal Indian Cuisine on Fillmore,94115,"San Francisco County, California",4.5,151,Indian
909,Deccan Spice,94110,"San Francisco County, California",3.5,416,Indian
910,DOSA on Fillmore,94115,"San Francisco County, California",4.0,2618,Indian
911,Shalimar,94102,"San Francisco County, California",4.0,1322,Indian
912,ROOH,94107,"San Francisco County, California",4.0,283,Indian
913,Amber India,94103,"San Francisco County, California",4.0,1840,Indian
914,DUM Indian Soul Food,94110,"San Francisco County, California",4.0,148,Indian
915,Saffron Grill,94117,"San Francisco County, California",4.0,452,Indian
916,Roti Indian Bistro,94127,"San Francisco County, California",4.0,653,Indian
917,Lahore Karahi,94109,"San Francisco County, California",4.0,1293,Indian
918,Dabba,94105,"San Francisco County, California",4.0,232,Indian
919,August 1 Five,94103,"San Francisco County, California",4.0,480,Indian
920,Spice of America,94103,"San Francisco County, California",4.5,16,Indian
921,Raavi,94133,"San Francisco County, California",4.0,317,Indian
922,Gorkha Kitchen,94122,"San Francisco County, California",4.5,139,Indian
923,Mela Tandoori Kitchen,94102,"San Francisco County, California",4.0,481,Indian
924,Kebab King,94115,"San Francisco County, California",4.5,171,Indian
925,Holy Kitchen,94114,"San Francisco County, California",4.0,210,Indian
926,Shalimar Restaurant,94109,"San Francisco County, California",3.5,543,Indian
927,Kinara - Fusion Kitchen,94109,"San Francisco County, California",4.5,95,Indian
928,Viva Goa,94123,"San Francisco County, California",4.0,382,Indian
929,Chullo Nepali Indian Cuisine,94107,"San Francisco County, California",4.0,23,Indian
930,Naan N Curry,94114,"San Francisco County, California",4.5,31,Indian
931,The Dosa Brothers,94104,"San Francisco County, California",4.5,252,Indian
932,Indian Palace,94110,"San Francisco County, California",3.5,38,Indian
933,India Clay Oven,94121,"San Francisco County, California",3.5,618,Indian
934,Urban Curry Restaurant,94133,"San Francisco County, California",4.0,587,Indian
935,India Clay Oven,94127,"San Francisco County, California",3.5,448,Indian
936,Chennai Kings,94133,"San Francisco County, California",3.5,119,Indian
937,Curry Up Now,94110,"San Francisco County, California",3.5,516,Indian
938,Chaat Corner,94102,"San Francisco County, California",3.5,197,Indian
939,Red Chilli,94102,"San Francisco County, California",4.0,359,Indian
940,Naan N Curry,94107,"San Francisco County, California",4.0,41,Indian
941,Masala Dosa,94122,"San Francisco County, California",3.5,343,Indian
942,Star India Restaurant,94118,"San Francisco County, California",3.5,729,Indian
943,Wow Naan N Curry,94122,"San Francisco County, California",3.0,1246,Indian
944,Chaat Corner,94107,"San Francisco County, California",3.5,916,Indian
945,Golden Gate,94122,"San Francisco County, California",3.5,453,Indian
946,Great India,94121,"San Francisco County, California",3.5,332,Indian
947,Noori Pakistani & Indian Cuisine,94122,"San Francisco County, California",3.5,348,Indian
948,Indian Oven,94117,"San Francisco County, California",3.5,719,Indian
949,Kasa Indian Eatery,94114,"San Francisco County, California",3.5,1040,Indian
950,Dosa Allee,94102,"San Francisco County, California",4.0,32,Indian
951,Rasoi,94110,"San Francisco County, California",4.0,19,Indian
952,Tikka Masala,94122,"San Francisco County, California",3.5,233,Indian
953,Campton Place,94108,"San Francisco County, California",4.0,683,Indian
954,Newa,94102,"San Francisco County, California",4.0,136,Indian
955,Alhamra,94103,"San Francisco County, California",3.5,425,Indian
956,Zante Pizza & Indian Cuisine,94110,"San Francisco County, California",3.5,942,Indian
957,Kasa Indian Eatery,94109,"San Francisco County, California",3.5,224,Indian
958,Darbar Restaurant,94109,"San Francisco County, California",3.5,571,Indian
959,Chutney,94102,"San Francisco County, California",3.5,1168,Indian
960,Mehfil Indian Cuisine,94105,"San Francisco County, California",3.5,293,Indian
961,Punjab Kabab House,94102,"San Francisco County, California",3.5,294,Indian
962,New Delhi Restaurant,94102,"San Francisco County, California",3.0,450,Indian
963,Pakwan Restaurant - O'Farrell Street,94102,"San Francisco County, California",3.5,364,Indian
964,Kennedy's Irish Pub & Curry House,94133,"San Francisco County, California",3.5,1036,Indian
965,Curry Up Now Food Truck,94104,"San Francisco County, California",4.0,882,Indian
966,Brothers Pizza,94116,"San Francisco County, California",3.5,339,Indian
967,Sukhi's Gourmet Indian Foods,94102,"San Francisco County, California",4.0,7,Indian
968,Clay Oven Indian Cuisine,94131,"San Francisco County, California",3.0,223,Indian
969,Bamboo Asia,94104,"San Francisco County, California",3.5,649,Indian
970,Naan-Stop Curry,94102,"San Francisco County, California",3.5,12,Indian
971,The Dosa Brothers,94111,"San Francisco County, California",4.0,5,Indian
972,Chez Beesen,94104,"San Francisco County, California",4.0,403,Indian
973,Clay Oven on Haight,94117,"San Francisco County, California",3.0,4,Indian
974,Indilicious Cart,94110,"San Francisco County, California",5.0,2,Indian
975,Annakoot,94118,"San Francisco County, California",3.0,83,Indian
976,Muskaan Cuisine of India,94105,"San Francisco County, California",1.5,78,Indian
977,Spices and Aroma,94110,"San Francisco County, California",5.0,5,Indian
978,Raj + Singh,94123,"San Francisco County, California",3.5,6,Indian
