,name,zipcode,county_string,rating,review_count,category,price
335,Giovannis Trattoria,10312,"Richmond County, New York",4.0,74,Italian,$$
336,La Strada Restaurant,10306,"Richmond County, New York",4.5,68,Italian,$$
337,Nino's Restaurant,10305,"Richmond County, New York",4.5,112,Italian,$$
338,Giuliana's,10308,"Richmond County, New York",4.0,68,Italian,$$
339,Villa Paradiso,10308,"Richmond County, New York",4.0,39,Italian,$$$
340,Capizzi,10308,"Richmond County, New York",4.0,73,Italian,$$
341,Cantina Mexicana,10306,"Richmond County, New York",4.0,56,Mexican,$$
342,La Iguana Azul,10308,"Richmond County, New York",4.5,33,Mexican,$$
343,Cafe Con Pan,10306,"Richmond County, New York",4.0,16,Mexican,$
344,Zabrosura,10305,"Richmond County, New York",4.5,16,Mexican,$$
345,Mezcals Mexican Restaurant,10314,"Richmond County, New York",3.5,89,Mexican,$$
346,Casa Chonita,10310,"Richmond County, New York",5.0,17,Mexican,$
347,Taqueria El Gallo Azteca,10301,"Richmond County, New York",4.5,94,Mexican,$
348,Maizal Restaurant,10305,"Richmond County, New York",3.5,204,Mexican,$$
349,Fresh Tortillas & Taco,10306,"Richmond County, New York",3.5,57,Mexican,$
350,Paco's Mexican Bistro,10305,"Richmond County, New York",3.5,170,Mexican,$$
351,Ho'Brah a taco joint,10301,"Richmond County, New York",3.5,233,Mexican,$$
352,La Candela Espanola,10308,"Richmond County, New York",3.0,73,Mexican,$$
353,Adobe Blues,10301,"Richmond County, New York",4.0,224,Mexican,$$
354,Taqueria Puebla,10310,"Richmond County, New York",4.0,15,Mexican,$
355,Taqueria La Roqueta,10302,"Richmond County, New York",4.5,2,Mexican,$
356,Taqueria Oaxaca,10307,"Richmond County, New York",3.5,17,Mexican,$
357,Panaderia La Mixteca Poblana,10301,"Richmond County, New York",4.5,9,Mexican,$
358,Los Potrillos,10302,"Richmond County, New York",4.0,10,Mexican,$
359,La Canasta Deli,10305,"Richmond County, New York",4.0,14,Mexican,$
360,Don Cesar Restaurant & Bar,10307,"Richmond County, New York",4.0,30,Mexican,$$
361,El Patron,10304,"Richmond County, New York",3.5,50,Mexican,$$
362,The Burrito Shoppe,10301,"Richmond County, New York",4.0,31,Mexican,$
363,The Burrito Spot,10314,"Richmond County, New York",3.0,7,Mexican,$
364,Cinderella's Restaurant,10301,"Richmond County, New York",4.0,10,Mexican,$$
365,Burrito Bar,10310,"Richmond County, New York",3.0,163,Mexican,$$
366,Gringo's,10304,"Richmond County, New York",3.5,53,Mexican,$$$
367,Tacos La Abuelita,10302,"Richmond County, New York",5.0,2,Mexican,$
368,Cabo,10309,"Richmond County, New York",3.0,114,Mexican,$$$
369,La Campena,10303,"Richmond County, New York",3.0,14,Mexican,$$
370,Hong Kong Kei One,10308,"Richmond County, New York",5.0,17,Chinese,$
371,Jac Mao,10305,"Richmond County, New York",4.0,104,Chinese,$$
372,Jade Asian Bistro,10306,"Richmond County, New York",4.0,129,Chinese,$$
373,Jade Island,10314,"Richmond County, New York",3.5,148,Chinese,$$
374,Empire East,10306,"Richmond County, New York",3.5,90,Chinese,$$
375,Chen's Garden II,10312,"Richmond County, New York",4.0,23,Chinese,$$
376,Chopsticks House,10312,"Richmond County, New York",3.5,18,Chinese,$$
377,New Garden Chinese Restaurant,10306,"Richmond County, New York",4.5,11,Chinese,$
378,Empire Szechuan,10312,"Richmond County, New York",3.0,42,Chinese,$$
379,Pacific Kitchen,10308,"Richmond County, New York",4.0,28,Chinese,$$
380,Tack's Chinese Take Out,10314,"Richmond County, New York",3.5,55,Chinese,$$
381,The Taste of China,10306,"Richmond County, New York",3.0,12,Chinese,$$
382,Peking Taste,10312,"Richmond County, New York",3.5,21,Chinese,$
383,Simple Asia,10306,"Richmond County, New York",4.5,92,Chinese,$$
384,Oriental Plaza Chinese & Japanese Restaurant,10314,"Richmond County, New York",3.0,105,Chinese,$$
385,Peking Kitchen,10314,"Richmond County, New York",3.5,17,Chinese,$
386,Gourmet Chef,10306,"Richmond County, New York",4.0,6,Chinese,$
387,Lucky Fortune Chinese Restaurant,10308,"Richmond County, New York",3.0,42,Chinese,$$
388,Golden Star Chinese Restaurant,10305,"Richmond County, New York",3.5,24,Chinese,$
389,Foo Sing Chinese Restaurant,10308,"Richmond County, New York",3.5,6,Chinese,$
390,Yum Yum Eastern,10312,"Richmond County, New York",3.5,45,Chinese,$$
391,Emperor House,10310,"Richmond County, New York",4.0,16,Chinese,$$$
392,China New Star Restaurant,10302,"Richmond County, New York",3.5,39,Chinese,$$
393,Empire East NY,10314,"Richmond County, New York",3.5,57,Chinese,$$
394,China Chalet,10312,"Richmond County, New York",3.0,25,Chinese,$$
395,Canlon's Restaurant,10306,"Richmond County, New York",4.0,46,American (Traditional),$$
396,Griff's Place,10306,"Richmond County, New York",4.5,40,American (Traditional),$$
397,Project Brunch,10310,"Richmond County, New York",3.5,31,American (Traditional),$$
398,O'Neills,10302,"Richmond County, New York",3.5,107,American (Traditional),$$
399,Planet Wings,10306,"Richmond County, New York",2.0,28,American (Traditional),$
400,Jody's Club Forest,10301,"Richmond County, New York",4.0,33,American (Traditional),$$
401,Trackside Bar & Grill,10306,"Richmond County, New York",4.0,5,American (Traditional),$$
402,Burger Shop,10314,"Richmond County, New York",3.5,38,American (Traditional),$$
403,Chef Mike's Rodizio Grill,10309,"Richmond County, New York",3.5,39,American (Traditional),$$$
404,Joyces Tavern,10312,"Richmond County, New York",4.0,46,American (New),$$
405,Joe Broadway's Sports Pub Hylan,10308,"Richmond County, New York",4.0,30,American (New),$$
406,Js On The Bay,10305,"Richmond County, New York",4.0,118,American (New),$$
407,Richmond Diner,10312,"Richmond County, New York",3.0,33,American (New),$
408,Michael Anthony,10308,"Richmond County, New York",5.0,5,American (New),$$$
409,The Randall Manor Tavern,10310,"Richmond County, New York",4.0,19,American (New),$$
410,Potatopia,10314,"Richmond County, New York",3.0,25,American (New),$
411,Manor Restaurant,10314,"Richmond County, New York",4.0,42,American (New),$$
412,Portobello Cafe,10308,"Richmond County, New York",3.5,161,American (New),$$
413,How Greek It Is,10306,"Richmond County, New York",4.0,96,American (New),$$
414,The Stone House at Clove Lakes,10301,"Richmond County, New York",4.0,133,American (New),$$$
415,PepperJack Grill,10314,"Richmond County, New York",3.5,131,American (New),$$
416,Annadale Terrace,10312,"Richmond County, New York",2.5,88,American (New),$$
417,Vida,10304,"Richmond County, New York",4.0,52,American (New),$$$
418,Chris's Restaurant,10304,"Richmond County, New York",4.5,18,American (New),$$
419,Basilio Inn,10305,"Richmond County, New York",4.5,64,American (New),$$
420,G-Knows Cheesesteaks,10302,"Richmond County, New York",4.5,91,American (New),$
421,Miller's Ale House - Staten Island,10314,"Richmond County, New York",3.0,245,American (New),$$
422,Royal Cucina,10305,"Richmond County, New York",2.5,19,American (New),$$
423,The RoadHouse,10301,"Richmond County, New York",3.0,81,American (New),$$
424,Kingdom Cafe,10312,"Richmond County, New York",3.5,16,American (New),$
425,Li Greci's Staaten,10310,"Richmond County, New York",4.0,28,American (New),$$
426,Surf,10304,"Richmond County, New York",4.5,70,American (New),$$
427,Lunchbox,10302,"Richmond County, New York",3.5,144,American (New),$$
428,Gyro King - Staten island,10302,"Richmond County, New York",4.0,63,American (New),$
429,Taste of India II,10306,"Richmond County, New York",4.0,150,Indian,$$
430,Randiwa,10314,"Richmond County, New York",4.5,16,Indian,$$
431,DiAnoia's Eatery,15222,"Allegheny County, Pennsylvania",4.5,296,Italian,$$
432,Sienna Mercato,15222,"Allegheny County, Pennsylvania",4.0,674,Italian,$$
433,Piccolo Forno,15201,"Allegheny County, Pennsylvania",4.0,355,Italian,$$
434,Alla Famiglia,15210,"Allegheny County, Pennsylvania",4.5,176,Italian,$$$$
435,Sienna On The Square,15222,"Allegheny County, Pennsylvania",4.0,211,Italian,$$
436,Juliano's Restaurant & Pizzeria,15136,"Allegheny County, Pennsylvania",4.5,105,Italian,$$
437,Stagioni,15203,"Allegheny County, Pennsylvania",4.0,112,Italian,$$
438,Sarafino's Pasta and Pizza,15205,"Allegheny County, Pennsylvania",4.0,92,Italian,$$
439,Girasole Restaurant,15232,"Allegheny County, Pennsylvania",4.0,304,Italian,$$
440,Joseph Tambellini Restaurant,15206,"Allegheny County, Pennsylvania",4.5,109,Italian,$$$
441,Cucina Vitale,15203,"Allegheny County, Pennsylvania",4.0,68,Italian,$$
442,Legends Eatery,15212,"Allegheny County, Pennsylvania",4.0,130,Italian,$$
443,Piacquadio's Italian Restaurant & Lounge,15234,"Allegheny County, Pennsylvania",4.5,21,Italian,$$
444,Bella Ria's,15229,"Allegheny County, Pennsylvania",4.5,41,Italian,$$
445,Lidia's,15222,"Allegheny County, Pennsylvania",3.5,418,Italian,$$$
446,Mario's Family Italian Restaurant,15108,"Allegheny County, Pennsylvania",4.0,57,Italian,$$
447,Proper Brick Oven & Tap Room,15222,"Allegheny County, Pennsylvania",4.5,498,Italian,$$
448,Ciccanti Ristorante,15025,"Allegheny County, Pennsylvania",4.0,50,Italian,$$
449,Pizzaiolo Primo,15222,"Allegheny County, Pennsylvania",3.5,197,Italian,$$
450,DeLallo's Fort Couch Cafe,15243,"Allegheny County, Pennsylvania",4.5,55,Italian,$$
451,La Tavola Italiana,15211,"Allegheny County, Pennsylvania",3.5,121,Italian,$$
452,Il Pizzaiolo,15228,"Allegheny County, Pennsylvania",3.5,256,Italian,$$
453,Zarra's A Taste of Southern Italy,15213,"Allegheny County, Pennsylvania",4.0,99,Italian,$$
454,Mezzo,15222,"Allegheny County, Pennsylvania",4.0,63,Italian,$$
455,Arpino Trattoria,15220,"Allegheny County, Pennsylvania",3.5,48,Italian,$$
456,Alida's Woodfire Cucina,15201,"Allegheny County, Pennsylvania",4.0,20,Italian,$$
457,Vallozzis Pittsburgh,15222,"Allegheny County, Pennsylvania",3.5,102,Italian,$$$
458,Senti Restaurant & Wine Bar,15201,"Allegheny County, Pennsylvania",4.0,83,Italian,$$$
459,DeBlasio's Restaurant,15220,"Allegheny County, Pennsylvania",3.5,35,Italian,$$
460,Talia Cucina & Rosticceria,15219,"Allegheny County, Pennsylvania",4.0,56,Italian,$$$
461,Moonlite Cafe,15226,"Allegheny County, Pennsylvania",4.5,33,Italian,$$
462,Verona Village Inn,15147,"Allegheny County, Pennsylvania",4.5,72,Italian,$$
463,"Pastoli's Pizza, Pasta & Paisans",15217,"Allegheny County, Pennsylvania",4.5,83,Italian,$$
464,Il Burloni La Pizza E Cucina,15220,"Allegheny County, Pennsylvania",4.0,37,Italian,$$
465,Segneri's Italian Restaurant,15108,"Allegheny County, Pennsylvania",4.5,30,Italian,$$
466,Big Jim's Restaurant & Bar,15207,"Allegheny County, Pennsylvania",4.0,171,Italian,$$
467,Gran Canal Caffe,15215,"Allegheny County, Pennsylvania",4.5,35,Italian,$$
468,Il Pizzaiolo,15086,"Allegheny County, Pennsylvania",4.0,65,Italian,$$
469,Piada Italian Street Food,15213,"Allegheny County, Pennsylvania",4.0,159,Italian,$
470,Alexander's Italian Bistro,15224,"Allegheny County, Pennsylvania",3.5,106,Italian,$$
471,Pasqualino's Pizza & Pasta,15235,"Allegheny County, Pennsylvania",4.5,39,Italian,$$
472,Tillie's Restaurant & Chantillie Lounge,15132,"Allegheny County, Pennsylvania",4.0,63,Italian,$$
473,Buon Giorno Cafe,15222,"Allegheny County, Pennsylvania",4.0,17,Italian,$$
474,Gia Visto,15146,"Allegheny County, Pennsylvania",4.0,52,Italian,$$
475,"La Palapa, Traditional Mexican Kitchen",15203,"Allegheny County, Pennsylvania",4.5,187,Mexican,$$
476,Totopo Mexican Kitchen and Bar,15228,"Allegheny County, Pennsylvania",4.0,214,Mexican,$$
477,täk?,15222,"Allegheny County, Pennsylvania",4.5,894,Mexican,$$
478,El Paso Mexican Grill,15241,"Allegheny County, Pennsylvania",4.0,22,Mexican,$$
479,Condado Tacos,15222,"Allegheny County, Pennsylvania",4.0,308,Mexican,$$
480,Las Palmas,15213,"Allegheny County, Pennsylvania",4.5,184,Mexican,$
481,Las Palmas Carniceria,15226,"Allegheny County, Pennsylvania",4.5,203,Mexican,$
482,Casa Nayarit Mexican Grill,15102,"Allegheny County, Pennsylvania",4.0,85,Mexican,$$
483,Sesame Garden,15211,"Allegheny County, Pennsylvania",4.5,61,Chinese,$$
484,Chinatown Inn,15219,"Allegheny County, Pennsylvania",4.0,125,Chinese,$$
485,How Lee Chinese Food,15217,"Allegheny County, Pennsylvania",4.0,221,Chinese,$$
486,Yeung's House,15229,"Allegheny County, Pennsylvania",4.5,52,Chinese,$
487,Harris Grill,15222,"Allegheny County, Pennsylvania",4.0,44,American (Traditional),$$
488,Superior Motors,15104,"Allegheny County, Pennsylvania",4.0,93,American (Traditional),$$$
489,Union Grill,15213,"Allegheny County, Pennsylvania",4.0,323,American (Traditional),$$
490,Downey's House,15136,"Allegheny County, Pennsylvania",4.5,82,American (Traditional),$$
491,Hog's Head Bar & Grill,15212,"Allegheny County, Pennsylvania",4.5,64,American (Traditional),$$
492,The Crafty Jackalope,15017,"Allegheny County, Pennsylvania",4.0,94,American (Traditional),$$
493,Bella Ria's,15229,"Allegheny County, Pennsylvania",4.5,41,American (Traditional),$$
494,The Smiling Moose,15203,"Allegheny County, Pennsylvania",4.0,127,American (Traditional),$$
495,Stinky's Bar & Grill,15201,"Allegheny County, Pennsylvania",4.0,46,American (Traditional),$$
496,Cafe Raymond,15222,"Allegheny County, Pennsylvania",4.5,101,American (Traditional),$$
497,Tessaro's,15224,"Allegheny County, Pennsylvania",4.0,360,American (Traditional),$$
498,Nadine's,15203,"Allegheny County, Pennsylvania",4.0,89,American (Traditional),$
499,Shiloh Grill,15211,"Allegheny County, Pennsylvania",4.0,293,American (Traditional),$$
500,Butcher and the Rye,15222,"Allegheny County, Pennsylvania",4.5,721,American (New),$$$
501,Station,15224,"Allegheny County, Pennsylvania",4.0,169,American (New),$$
502,One Thirty One East,15106,"Allegheny County, Pennsylvania",4.5,97,American (New),$$
503,Altius,15211,"Allegheny County, Pennsylvania",4.5,425,American (New),$$$
504,Bistro 19,15228,"Allegheny County, Pennsylvania",4.0,149,American (New),$$
505,The Summit,15211,"Allegheny County, Pennsylvania",4.5,115,American (New),$$
506,Supper,15212,"Allegheny County, Pennsylvania",5.0,1,American (New),$$
507,Floor 2,15222,"Allegheny County, Pennsylvania",4.0,47,American (New),$$
508,Cinderlands Beer,15201,"Allegheny County, Pennsylvania",4.5,40,American (New),$$
509,Eleven,15222,"Allegheny County, Pennsylvania",4.0,598,American (New),$$$
510,"Au ""Grottens"" Cafe & Catering",15102,"Allegheny County, Pennsylvania",5.0,8,American (New),$$
511,Vue 412,15211,"Allegheny County, Pennsylvania",4.0,252,American (New),$$
512,The Foundry Table & Tap,15212,"Allegheny County, Pennsylvania",3.5,116,American (New),$$
513,Sausalido,15224,"Allegheny County, Pennsylvania",4.0,151,American (New),$$
514,Vilka Bistro,15102,"Allegheny County, Pennsylvania",4.0,21,American (New),$$
515,Lola Bistro,15233,"Allegheny County, Pennsylvania",4.0,55,American (New),$$
516,Hyeholde Restaurant,15108,"Allegheny County, Pennsylvania",4.5,99,American (New),$$$
517,Cure,15201,"Allegheny County, Pennsylvania",4.0,393,American (New),$$$
518,Acorn Pittsburgh,15232,"Allegheny County, Pennsylvania",4.0,32,American (New),$$$
519,täk?,15222,"Allegheny County, Pennsylvania",4.5,894,American (New),$$
520,The Pub At 333,15139,"Allegheny County, Pennsylvania",3.5,55,American (New),$$
521,Bar 3 Millvale,15209,"Allegheny County, Pennsylvania",4.0,26,American (New),$$
522,Butterjoint,15213,"Allegheny County, Pennsylvania",4.0,164,American (New),$$
523,Union Standard,15219,"Allegheny County, Pennsylvania",4.0,102,American (New),$$$
524,Choolaah Indian BBQ,15206,"Allegheny County, Pennsylvania",4.0,112,Indian,$$
525,Cafe Delhi,15106,"Allegheny County, Pennsylvania",4.0,127,Indian,$$
526,Tamarind Savoring India,15220,"Allegheny County, Pennsylvania",4.0,139,Indian,$$
527,Tamarind,15213,"Allegheny County, Pennsylvania",4.0,208,Indian,$$
528,Taj Mahal,15237,"Allegheny County, Pennsylvania",4.0,271,Indian,$$
529,Spice Affair,15215,"Allegheny County, Pennsylvania",4.5,70,Indian,$$
530,Udipi Cafe,15146,"Allegheny County, Pennsylvania",4.0,290,Indian,$$
531,Taste of India,15224,"Allegheny County, Pennsylvania",4.0,114,Indian,$$
532,All India,15213,"Allegheny County, Pennsylvania",4.0,154,Indian,$$
533,Bangal Kabab House and Restaurant,15213,"Allegheny County, Pennsylvania",4.0,127,Indian,$$
534,Mintt Indian Cuisine,15146,"Allegheny County, Pennsylvania",4.5,40,Indian,$$
535,Indian Spices,15222,"Allegheny County, Pennsylvania",3.5,58,Indian,$$
536,People's Indian Restaurant,15224,"Allegheny County, Pennsylvania",4.0,105,Indian,$$
537,The Mintt,15216,"Allegheny County, Pennsylvania",3.5,106,Indian,$$
538,India Palace Cuisine,15222,"Allegheny County, Pennsylvania",3.5,43,Indian,$$
539,Taal Indian Cuisine,15216,"Allegheny County, Pennsylvania",3.5,16,Indian,$$
540,Coriander India Grill,15217,"Allegheny County, Pennsylvania",3.0,132,Indian,$$
541,Sree's Foods,15222,"Allegheny County, Pennsylvania",4.0,52,Indian,$
542,Prince of India,15213,"Allegheny County, Pennsylvania",3.5,96,Indian,$$
543,Mezbaan Indian Cuisine,15222,"Allegheny County, Pennsylvania",3.0,26,Indian,$
544,India Garden,15146,"Allegheny County, Pennsylvania",3.0,72,Indian,$$
545,Yuva India Kitchen + Bar,15213,"Allegheny County, Pennsylvania",3.0,112,Indian,$$
546,India on Wheels,15213,"Allegheny County, Pennsylvania",4.0,44,Indian,$
547,Chakh Le India,15213,"Allegheny County, Pennsylvania",4.0,20,Indian,$
